,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),Latitude,Longitude,deg,min
44,269.0,-15,-91,1.2,Tue Aug 03 2021 16:08:36 UTC,LTE BAND 2,0.0,44.98554,-93.282684,93.0,0.28268498
45,258.0,-15,-91,1.4,Tue Aug 03 2021 16:09:36 UTC,LTE BAND 2,5.8,44.985367,-93.28237,93.0,0.28237167
46,267.0,-15,-91,1.4,Tue Aug 03 2021 16:10:36 UTC,LTE BAND 2,0.0,44.985394,-93.2825,93.0,0.28250167
47,268.0,-16,-91,1.6,Tue Aug 03 2021 16:11:36 UTC,LTE BAND 2,0.0,44.98539,-93.28251,93.0,0.28250834
48,268.0,-15,-91,1.3,Tue Aug 03 2021 16:12:36 UTC,LTE BAND 2,0.0,44.98539,-93.28252,93.0,0.28251666
49,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
50,269.0,-14,-91,1.5,Tue Aug 03 2021 16:13:36 UTC,LTE BAND 2,0.0,44.985382,-93.28251,93.0,0.28250834
51,270.0,-15,-91,1.3,Tue Aug 03 2021 16:14:36 UTC,LTE BAND 2,0.0,44.985374,-93.2825,93.0,0.28250167
52,270.0,-15,-91,1.6,Tue Aug 03 2021 16:15:36 UTC,LTE BAND 2,0.0,44.98538,-93.2825,93.0,0.28250167
53,263.0,-16,-91,1.3,Tue Aug 03 2021 16:16:36 UTC,LTE BAND 2,0.0,44.985516,-93.28316,93.0,0.2831567
54,264.0,-15,-90,1.3,Tue Aug 03 2021 16:17:36 UTC,LTE BAND 2,0.0,44.985527,-93.28316,93.0,0.2831567
55,268.0,-15,-91,1.2,Tue Aug 03 2021 16:18:36 UTC,LTE BAND 2,0.0,44.985542,-93.28306,93.0,0.28305832
56,270.0,-16,-91,1.2,Tue Aug 03 2021 16:19:36 UTC,LTE BAND 2,0.0,44.985527,-93.28302,93.0,0.28302
57,272.0,-16,-91,1.2,Tue Aug 03 2021 16:20:36 UTC,LTE BAND 2,0.0,44.985523,-93.28301,93.0,0.28301165
58,272.0,-16,-91,1.3,Tue Aug 03 2021 16:21:36 UTC,LTE BAND 2,0.0,44.985527,-93.283005,93.0,0.28300503
59,273.0,-15,-92,1.2,Tue Aug 03 2021 16:22:36 UTC,LTE BAND 2,0.0,44.985527,-93.283,93.0,0.28299665
60,274.0,-17,-92,1.2,Tue Aug 03 2021 16:23:36 UTC,LTE BAND 2,0.0,44.985527,-93.28298,93.0,0.2829817
61,274.0,-16,-92,1.3,Tue Aug 03 2021 16:24:36 UTC,LTE BAND 2,0.0,44.985527,-93.28298,93.0,0.2829817
62,274.0,-14,-90,1.4,Tue Aug 03 2021 16:25:36 UTC,LTE BAND 2,0.0,44.98553,-93.28298,93.0,0.2829817
63,274.0,-15,-91,1.4,Tue Aug 03 2021 16:26:36 UTC,LTE BAND 2,0.0,44.98553,-93.282974,93.0,0.28297502
64,274.0,-16,-91,1.4,Tue Aug 03 2021 16:27:37 UTC,LTE BAND 2,0.0,44.985535,-93.28297,93.0,0.28296667
65,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
66,305.0,-16,-91,1.4,Tue Aug 03 2021 16:28:36 UTC,LTE BAND 2,0.0,44.985783,-93.28242,93.0,0.28241667
67,269.0,-17,-90,1.4,Tue Aug 03 2021 16:29:37 UTC,LTE BAND 2,3.8,44.985817,-93.28303,93.0,0.28302833
68,256.0,-15,-91,1.5,Tue Aug 03 2021 16:30:37 UTC,LTE BAND 2,0.0,44.985836,-93.28305,93.0,0.28305
69,255.0,-15,-91,1.4,Tue Aug 03 2021 16:31:37 UTC,LTE BAND 2,0.0,44.985836,-93.28305,93.0,0.28305
70,255.0,-17,-91,1.6,Tue Aug 03 2021 16:32:36 UTC,LTE BAND 2,0.0,44.985836,-93.283066,93.0,0.283065
71,230.0,-15,-91,1.6,Tue Aug 03 2021 16:33:37 UTC,LTE BAND 2,3.1,44.985863,-93.28433,93.0,0.28433168
72,222.0,-15,-91,1.4,Tue Aug 03 2021 16:34:36 UTC,LTE BAND 2,0.0,44.985855,-93.28406,93.0,0.28405836
73,238.0,-14,-91,1.4,Tue Aug 03 2021 16:35:37 UTC,LTE BAND 2,0.0,44.985645,-93.28343,93.0,0.28343165
74,237.0,-15,-90,1.5,Tue Aug 03 2021 16:36:37 UTC,LTE BAND 2,0.0,44.985653,-93.283424,93.0,0.283425
75,274.0,-15,-91,1.4,Tue Aug 03 2021 16:37:37 UTC,LTE BAND 2,0.0,44.98584,-93.28305,93.0,0.28305
76,275.0,-15,-90,1.6,Tue Aug 03 2021 16:38:36 UTC,LTE BAND 2,0.0,44.98583,-93.28305,93.0,0.28305
77,276.0,-15,-91,1.5,Tue Aug 03 2021 16:39:37 UTC,LTE BAND 2,0.0,44.985825,-93.28303,93.0,0.28302833
78,303.0,-15,-91,1.6,Tue Aug 03 2021 16:40:36 UTC,LTE BAND 2,0.6,44.985645,-93.282425,93.0,0.282425
79,306.0,-16,-91,1.5,Tue Aug 03 2021 16:41:37 UTC,LTE BAND 2,0.0,44.985653,-93.28258,93.0,0.28257835
80,307.0,-15,-91,1.4,Tue Aug 03 2021 16:42:37 UTC,LTE BAND 2,0.0,44.98565,-93.28256,93.0,0.28256166
81,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
82,306.0,-15,-91,1.4,Tue Aug 03 2021 16:43:36 UTC,LTE BAND 2,0.0,44.98565,-93.28257,93.0,0.28257
83,232.0,-15,-91,1.4,Tue Aug 03 2021 16:44:37 UTC,LTE BAND 2,3.0,44.986015,-93.28386,93.0,0.28386003
84,245.0,-16,-90,1.4,Tue Aug 03 2021 16:45:37 UTC,LTE BAND 2,0.0,44.985687,-93.28306,93.0,0.28305832
85,242.0,-15,-90,1.4,Tue Aug 03 2021 16:46:37 UTC,LTE BAND 2,0.0,44.985695,-93.283104,93.0,0.28310335
86,242.0,-15,-91,1.7,Tue Aug 03 2021 16:47:36 UTC,LTE BAND 2,0.0,44.9857,-93.28311,93.0,0.28311166
87,242.0,-15,-91,1.5,Tue Aug 03 2021 16:48:37 UTC,LTE BAND 2,0.0,44.9857,-93.28311,93.0,0.28311166
88,243.0,-14,-91,1.5,Tue Aug 03 2021 16:49:36 UTC,LTE BAND 2,0.0,44.9857,-93.28311,93.0,0.28311166
89,244.0,-16,-91,1.5,Tue Aug 03 2021 16:50:37 UTC,LTE BAND 2,0.0,44.985695,-93.283104,93.0,0.28310335
90,244.0,-16,-91,1.5,Tue Aug 03 2021 16:51:37 UTC,LTE BAND 2,0.0,44.985695,-93.28309,93.0,0.28308833
91,245.0,-16,-91,1.5,Tue Aug 03 2021 16:52:37 UTC,LTE BAND 2,0.0,44.985695,-93.28309,93.0,0.28308833
92,246.0,-14,-90,1.5,Tue Aug 03 2021 16:53:37 UTC,LTE BAND 2,0.0,44.9857,-93.28309,93.0,0.28308833
93,247.0,-15,-90,1.5,Tue Aug 03 2021 16:54:37 UTC,LTE BAND 2,0.0,44.985703,-93.28309,93.0,0.28308833
94,247.0,-15,-91,3.2,Tue Aug 03 2021 16:55:36 UTC,LTE BAND 2,0.0,44.985703,-93.28309,93.0,0.28308833
95,247.0,-14,-91,1.5,Tue Aug 03 2021 16:56:37 UTC,LTE BAND 2,0.0,44.9857,-93.2831,93.0,0.28309667
96,248.0,-15,-91,1.5,Tue Aug 03 2021 16:57:37 UTC,LTE BAND 2,0.0,44.9857,-93.28309,93.0,0.28308833
97,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
98,248.0,-15,-91,1.5,Tue Aug 03 2021 16:58:37 UTC,LTE BAND 2,0.0,44.9857,-93.28309,93.0,0.28308833
99,248.0,-17,-90,1.4,Tue Aug 03 2021 16:59:37 UTC,LTE BAND 2,0.0,44.9857,-93.28309,93.0,0.28308833
100,249.0,-15,-91,1.9,Tue Aug 03 2021 17:00:37 UTC,LTE BAND 2,0.0,44.985695,-93.28308,93.0,0.28308165
101,250.0,-16,-90,1.3,Tue Aug 03 2021 17:01:37 UTC,LTE BAND 2,0.0,44.985687,-93.28307,93.0,0.28307334
102,250.0,-15,-91,1.2,Tue Aug 03 2021 17:02:37 UTC,LTE BAND 2,0.0,44.985687,-93.28307,93.0,0.28307334
103,251.0,-16,-91,1.2,Tue Aug 03 2021 17:03:37 UTC,LTE BAND 2,0.0,44.985687,-93.283066,93.0,0.283065
104,251.0,-15,-91,1.2,Tue Aug 03 2021 17:04:37 UTC,LTE BAND 2,0.0,44.985687,-93.283066,93.0,0.283065
105,251.0,-14,-90,1.4,Tue Aug 03 2021 17:05:37 UTC,LTE BAND 2,0.0,44.985687,-93.28307,93.0,0.28307334
106,244.0,-14,-91,1.5,Tue Aug 03 2021 17:06:37 UTC,LTE BAND 2,0.0,44.9857,-93.28321,93.0,0.28320998
107,245.0,-15,-90,1.5,Tue Aug 03 2021 17:07:37 UTC,LTE BAND 2,0.0,44.985695,-93.2832,93.0,0.28320333
108,245.0,-15,-90,2.2,Tue Aug 03 2021 17:08:37 UTC,LTE BAND 2,0.0,44.985695,-93.28321,93.0,0.28320998
109,246.0,-14,-90,1.5,Tue Aug 03 2021 17:09:37 UTC,LTE BAND 2,0.0,44.985695,-93.28322,93.0,0.28321832
110,246.0,-14,-90,1.5,Tue Aug 03 2021 17:10:36 UTC,LTE BAND 2,0.0,44.985695,-93.283226,93.0,0.28322667
111,249.0,-15,-90,1.5,Tue Aug 03 2021 17:11:37 UTC,LTE BAND 2,0.0,44.98561,-93.283035,93.0,0.28303498
112,250.0,-16,-90,1.5,Tue Aug 03 2021 17:12:37 UTC,LTE BAND 2,0.0,44.98561,-93.283035,93.0,0.28303498
113,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
114,250.0,-16,-90,2.2,Tue Aug 03 2021 17:13:39 UTC,LTE BAND 2,0.0,44.98561,-93.28304,93.0,0.28304332
115,251.0,-14,-90,1.5,Tue Aug 03 2021 17:14:39 UTC,LTE BAND 2,0.0,44.98561,-93.28304,93.0,0.28304332
116,251.0,-17,-90,1.5,Tue Aug 03 2021 17:15:39 UTC,LTE BAND 2,0.0,44.98561,-93.283035,93.0,0.28303498
117,251.0,-15,-90,1.5,Tue Aug 03 2021 17:16:39 UTC,LTE BAND 2,0.0,44.985615,-93.28304,93.0,0.28304332
118,251.0,-15,-90,1.5,Tue Aug 03 2021 17:17:38 UTC,LTE BAND 2,0.0,44.985615,-93.28304,93.0,0.28304332
119,250.0,-16,-91,1.5,Tue Aug 03 2021 17:18:39 UTC,LTE BAND 2,0.0,44.985615,-93.28304,93.0,0.28304332
120,250.0,-15,-90,1.5,Tue Aug 03 2021 17:19:39 UTC,LTE BAND 2,0.0,44.985615,-93.28304,93.0,0.28304332
121,250.0,-15,-90,1.5,Tue Aug 03 2021 17:20:39 UTC,LTE BAND 2,0.0,44.98562,-93.28304,93.0,0.28304332
122,250.0,-15,-90,1.5,Tue Aug 03 2021 17:21:39 UTC,LTE BAND 2,0.0,44.98561,-93.28303,93.0,0.28302833
123,251.0,-16,-91,1.5,Tue Aug 03 2021 17:22:39 UTC,LTE BAND 2,0.0,44.98561,-93.28302,93.0,0.28302
124,251.0,-15,-90,1.5,Tue Aug 03 2021 17:23:38 UTC,LTE BAND 2,0.0,44.98561,-93.28302,93.0,0.28302
125,252.0,-15,-91,1.5,Tue Aug 03 2021 17:24:39 UTC,LTE BAND 2,0.0,44.985603,-93.28301,93.0,0.28301165
126,252.0,-15,-90,1.4,Tue Aug 03 2021 17:25:39 UTC,LTE BAND 2,0.0,44.985603,-93.28301,93.0,0.28301165
127,252.0,-16,-91,1.0,Tue Aug 03 2021 17:26:39 UTC,LTE BAND 2,0.0,44.985588,-93.28298,93.0,0.2829817
128,252.0,-15,-90,1.0,Tue Aug 03 2021 17:27:39 UTC,LTE BAND 2,0.0,44.98558,-93.28297,93.0,0.28296667
129,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
130,252.0,-17,-90,1.0,Tue Aug 03 2021 17:28:38 UTC,LTE BAND 2,0.0,44.98558,-93.28297,93.0,0.28296667
131,253.0,-16,-90,1.0,Tue Aug 03 2021 17:29:39 UTC,LTE BAND 2,0.0,44.98558,-93.28297,93.0,0.28296667
132,253.0,-14,-90,1.4,Tue Aug 03 2021 17:30:39 UTC,LTE BAND 2,0.0,44.985577,-93.28296,93.0,0.28295836
133,254.0,-14,-90,1.4,Tue Aug 03 2021 17:31:39 UTC,LTE BAND 2,0.0,44.985573,-93.28295,93.0,0.28295168
134,254.0,-17,-90,1.0,Tue Aug 03 2021 17:32:39 UTC,LTE BAND 2,0.0,44.985573,-93.28295,93.0,0.28295168
135,253.0,-16,-91,1.1,Tue Aug 03 2021 17:33:39 UTC,LTE BAND 2,0.0,44.98557,-93.28295,93.0,0.28295168
136,283.0,-15,-91,1.1,Tue Aug 03 2021 17:34:38 UTC,LTE BAND 2,2.2,44.98551,-93.28288,93.0,0.28288332
137,301.0,-14,-90,1.1,Tue Aug 03 2021 17:35:39 UTC,LTE BAND 2,0.0,44.98559,-93.28265,93.0,0.28265333
138,300.0,-18,-91,1.1,Tue Aug 03 2021 17:36:39 UTC,LTE BAND 2,0.0,44.985596,-93.28265,93.0,0.28265333
139,300.0,-15,-90,1.1,Tue Aug 03 2021 17:37:39 UTC,LTE BAND 2,0.0,44.985596,-93.28265,93.0,0.28265333
140,300.0,-16,-91,1.1,Tue Aug 03 2021 17:38:39 UTC,LTE BAND 2,0.0,44.98559,-93.28266,93.0,0.28266165
141,300.0,-15,-90,1.1,Tue Aug 03 2021 17:39:39 UTC,LTE BAND 2,0.0,44.98559,-93.28266,93.0,0.28266165
142,299.0,-14,-91,1.1,Tue Aug 03 2021 17:40:39 UTC,LTE BAND 2,0.0,44.98559,-93.28267,93.0,0.28266832
143,298.0,-15,-91,1.1,Tue Aug 03 2021 17:41:39 UTC,LTE BAND 2,0.0,44.98559,-93.28268,93.0,0.28267667
144,297.0,-14,-90,1.9,Tue Aug 03 2021 17:42:39 UTC,LTE BAND 2,0.0,44.985588,-93.28267,93.0,0.28266832
145,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
146,282.0,-15,-91,1.1,Tue Aug 03 2021 17:43:38 UTC,LTE BAND 2,0.9,44.985485,-93.282845,93.0,0.282845
147,277.0,-16,-91,1.0,Tue Aug 03 2021 17:44:39 UTC,LTE BAND 2,0.0,44.985577,-93.28287,93.0,0.28286666
148,276.0,-15,-90,1.3,Tue Aug 03 2021 17:45:39 UTC,LTE BAND 2,0.0,44.98558,-93.282875,93.0,0.282875
149,253.0,-15,-90,1.0,Tue Aug 03 2021 17:46:39 UTC,LTE BAND 2,0.0,44.985703,-93.28294,93.0,0.28294334
150,253.0,-16,-90,1.0,Tue Aug 03 2021 17:47:39 UTC,LTE BAND 2,0.0,44.9857,-93.28294,93.0,0.28294334
151,254.0,-17,-91,1.0,Tue Aug 03 2021 17:48:39 UTC,LTE BAND 2,0.0,44.985695,-93.282936,93.0,0.28293666
152,256.0,-15,-91,1.0,Tue Aug 03 2021 17:49:39 UTC,LTE BAND 2,0.0,44.985687,-93.28292,93.0,0.28292167
153,256.0,-15,-90,1.0,Tue Aug 03 2021 17:50:39 UTC,LTE BAND 2,0.0,44.985687,-93.28292,93.0,0.28292167
154,251.0,-17,-91,1.0,Tue Aug 03 2021 17:51:39 UTC,LTE BAND 2,0.0,44.98571,-93.283,93.0,0.28299665
155,252.0,-16,-91,1.1,Tue Aug 03 2021 17:52:39 UTC,LTE BAND 2,0.0,44.985706,-93.28299,93.0,0.28299
156,242.0,-16,-91,0.8,Tue Aug 03 2021 17:53:39 UTC,LTE BAND 2,0.0,44.985706,-93.28312,93.0,0.28312
157,242.0,-16,-90,0.9,Tue Aug 03 2021 17:54:38 UTC,LTE BAND 2,0.0,44.985596,-93.28293,93.0,0.28292835
158,243.0,-14,-90,0.8,Tue Aug 03 2021 17:55:38 UTC,LTE BAND 2,0.0,44.985603,-93.282936,93.0,0.28293666
159,245.0,-15,-90,0.9,Tue Aug 03 2021 17:56:39 UTC,LTE BAND 2,0.0,44.9856,-93.28295,93.0,0.28295168
160,246.0,-15,-91,1.1,Tue Aug 03 2021 17:57:39 UTC,LTE BAND 2,0.0,44.98561,-93.28328,93.0,0.28328
161,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
162,247.0,-15,-90,0.8,Tue Aug 03 2021 17:58:39 UTC,LTE BAND 2,0.0,44.985607,-93.28324,93.0,0.28324166
163,249.0,-15,-91,0.8,Tue Aug 03 2021 17:59:39 UTC,LTE BAND 2,0.0,44.9856,-93.2832,93.0,0.28320333
164,249.0,-14,-91,0.9,Tue Aug 03 2021 18:00:39 UTC,LTE BAND 2,0.0,44.985596,-93.28318,93.0,0.28318003
165,250.0,-15,-91,0.8,Tue Aug 03 2021 18:01:39 UTC,LTE BAND 2,0.0,44.98559,-93.283165,93.0,0.283165
166,250.0,-14,-90,0.9,Tue Aug 03 2021 18:02:39 UTC,LTE BAND 2,0.0,44.98559,-93.28315,93.0,0.28315002
167,251.0,-14,-90,0.8,Tue Aug 03 2021 18:03:39 UTC,LTE BAND 2,0.0,44.985588,-93.283134,93.0,0.283135
168,251.0,-17,-91,0.9,Tue Aug 03 2021 18:04:39 UTC,LTE BAND 2,0.0,44.98559,-93.28312,93.0,0.28312
169,252.0,-19,-91,0.8,Tue Aug 03 2021 18:05:39 UTC,LTE BAND 2,0.0,44.98559,-93.2831,93.0,0.28309667
170,264.0,-14,-90,0.8,Tue Aug 03 2021 18:06:39 UTC,LTE BAND 2,0.0,44.985672,-93.28311,93.0,0.28311166
171,265.0,-14,-90,0.8,Tue Aug 03 2021 18:07:39 UTC,LTE BAND 2,0.0,44.98566,-93.28309,93.0,0.28308833
172,265.0,-15,-91,1.2,Tue Aug 03 2021 18:08:39 UTC,LTE BAND 2,0.0,44.98566,-93.28309,93.0,0.28308833
173,262.0,-16,-90,0.8,Tue Aug 03 2021 18:09:39 UTC,LTE BAND 2,0.0,44.9855,-93.2829,93.0,0.28289834
174,255.0,-16,-90,0.8,Tue Aug 03 2021 18:10:38 UTC,LTE BAND 2,0.0,44.985554,-93.28288,93.0,0.28288332
175,255.0,-16,-90,0.9,Tue Aug 03 2021 18:11:38 UTC,LTE BAND 2,0.0,44.985558,-93.28289,93.0,0.28289
176,256.0,-15,-90,0.9,Tue Aug 03 2021 18:12:39 UTC,LTE BAND 2,0.0,44.985558,-93.28289,93.0,0.28289
177,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
178,256.0,-16,-91,0.9,Tue Aug 03 2021 18:13:38 UTC,LTE BAND 2,0.0,44.985558,-93.28289,93.0,0.28289
179,256.0,-16,-90,0.9,Tue Aug 03 2021 18:14:39 UTC,LTE BAND 2,0.0,44.985558,-93.28289,93.0,0.28289
180,256.0,-15,-90,0.9,Tue Aug 03 2021 18:15:39 UTC,LTE BAND 2,1.5,44.985565,-93.28294,93.0,0.28294334
181,246.0,-15,-90,0.9,Tue Aug 03 2021 18:16:39 UTC,LTE BAND 2,0.0,44.98565,-93.28295,93.0,0.28295168
182,246.0,-14,-90,0.9,Tue Aug 03 2021 18:17:39 UTC,LTE BAND 2,0.0,44.98565,-93.28295,93.0,0.28295168
183,247.0,-14,-90,1.0,Tue Aug 03 2021 18:18:39 UTC,LTE BAND 2,0.0,44.98564,-93.282936,93.0,0.28293666
184,248.0,-14,-90,0.9,Tue Aug 03 2021 18:19:38 UTC,LTE BAND 2,0.0,44.985638,-93.282936,93.0,0.28293666
185,247.0,-17,-91,1.1,Tue Aug 03 2021 18:20:39 UTC,LTE BAND 2,0.0,44.98564,-93.28294,93.0,0.28294334
186,248.0,-16,-91,0.8,Tue Aug 03 2021 18:21:39 UTC,LTE BAND 2,0.0,44.98564,-93.28294,93.0,0.28294334
187,249.0,-17,-90,0.9,Tue Aug 03 2021 18:22:39 UTC,LTE BAND 2,0.0,44.98564,-93.28294,93.0,0.28294334
188,248.0,-16,-90,0.9,Tue Aug 03 2021 18:23:39 UTC,LTE BAND 2,0.0,44.98564,-93.282936,93.0,0.28293666
189,248.0,-15,-89,0.9,Tue Aug 03 2021 18:24:39 UTC,LTE BAND 2,0.0,44.985638,-93.282936,93.0,0.28293666
190,250.0,-16,-90,1.7,Tue Aug 03 2021 18:25:39 UTC,LTE BAND 2,0.0,44.985752,-93.2827,93.0,0.2827
191,255.0,-17,-90,0.9,Tue Aug 03 2021 18:26:39 UTC,LTE BAND 2,0.0,44.985714,-93.282646,93.0,0.28264666
192,255.0,-15,-90,0.9,Tue Aug 03 2021 18:27:38 UTC,LTE BAND 2,0.0,44.98571,-93.28267,93.0,0.28266832
193,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
194,255.0,-15,-90,1.0,Tue Aug 03 2021 18:28:39 UTC,LTE BAND 2,0.0,44.985725,-93.28269,93.0,0.28269166
195,254.0,-15,-90,0.9,Tue Aug 03 2021 18:29:38 UTC,LTE BAND 2,0.0,44.985725,-93.2827,93.0,0.2827
196,254.0,-15,-90,0.8,Tue Aug 03 2021 18:30:39 UTC,LTE BAND 2,0.0,44.98572,-93.28268,93.0,0.28267667
197,253.0,-16,-90,0.8,Tue Aug 03 2021 18:31:39 UTC,LTE BAND 2,0.0,44.985752,-93.28273,93.0,0.28273
198,211.0,-16,-91,0.8,Tue Aug 03 2021 18:32:39 UTC,LTE BAND 2,0.0,44.98579,-93.28274,93.0,0.28273833
199,206.0,-16,-90,0.8,Tue Aug 03 2021 18:33:39 UTC,LTE BAND 2,0.0,44.985775,-93.28275,93.0,0.28275335
200,207.0,-16,-90,0.8,Tue Aug 03 2021 18:34:39 UTC,LTE BAND 2,0.0,44.98577,-93.28275,93.0,0.28275335
201,209.0,-17,-90,0.8,Tue Aug 03 2021 18:35:38 UTC,LTE BAND 2,0.0,44.985767,-93.28277,93.0,0.28276834
202,210.0,-15,-90,0.8,Tue Aug 03 2021 18:36:39 UTC,LTE BAND 2,0.0,44.985764,-93.28277,93.0,0.28276834
203,226.0,-15,-90,0.8,Tue Aug 03 2021 18:37:39 UTC,LTE BAND 2,0.0,44.98579,-93.282906,93.0,0.282905
