,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),Latitude,Longitude,deg,min
58,287.0,-13,-75,0.6,Fri Jun 18 2021 00:16:21 UTC,LTE BAND 2,0.0,45.083042,-93.38217,93.0,0.38217166
59,288.0,-15,-73,0.7,Fri Jun 18 2021 00:17:21 UTC,LTE BAND 2,0.0,45.083054,-93.38217,93.0,0.38217166
60,288.0,-11,-71,0.6,Fri Jun 18 2021 00:18:21 UTC,LTE BAND 2,0.0,45.083054,-93.38218,93.0,0.38218
61,289.0,-12,-71,0.6,Fri Jun 18 2021 00:19:21 UTC,LTE BAND 2,0.0,45.083054,-93.38217,93.0,0.38217166
62,290.0,-10,-71,0.6,Fri Jun 18 2021 00:20:21 UTC,LTE BAND 2,0.0,45.08306,-93.38217,93.0,0.38217166
63,291.0,-13,-73,0.6,Fri Jun 18 2021 00:21:20 UTC,LTE BAND 2,0.0,45.08307,-93.38217,93.0,0.38217166
64,292.0,-11,-73,0.6,Fri Jun 18 2021 00:22:21 UTC,LTE BAND 2,0.0,45.08307,-93.38218,93.0,0.38218
65,294.0,-11,-73,0.6,Fri Jun 18 2021 00:23:21 UTC,LTE BAND 2,0.0,45.083065,-93.38218,93.0,0.38218
66,295.0,-13,-72,0.6,Fri Jun 18 2021 00:24:21 UTC,LTE BAND 2,0.0,45.083073,-93.38218,93.0,0.38218
67,296.0,-12,-73,0.7,Fri Jun 18 2021 00:25:21 UTC,LTE BAND 2,0.0,45.083073,-93.38218,93.0,0.38218
68,297.0,-11,-71,0.7,Fri Jun 18 2021 00:26:21 UTC,LTE BAND 2,0.0,45.08308,-93.38218,93.0,0.38218
69,298.0,-11,-71,0.7,Fri Jun 18 2021 00:27:21 UTC,LTE BAND 2,0.0,45.083084,-93.38217,93.0,0.38217166
70,298.0,-16,-72,0.6,Fri Jun 18 2021 00:28:21 UTC,LTE BAND 2,0.0,45.08309,-93.38217,93.0,0.38217166
71,298.0,-10,-73,0.6,Fri Jun 18 2021 00:29:21 UTC,LTE BAND 2,0.0,45.08309,-93.38217,93.0,0.38217166
72,298.0,-12,-73,0.6,Fri Jun 18 2021 00:30:21 UTC,LTE BAND 2,0.0,45.083096,-93.38217,93.0,0.38217166
73,298.0,-9,-74,0.6,Fri Jun 18 2021 00:31:21 UTC,LTE BAND 2,0.0,45.083096,-93.38217,93.0,0.38217166
74,298.0,-13,-73,0.6,Fri Jun 18 2021 00:32:21 UTC,LTE BAND 2,0.0,45.08309,-93.38217,93.0,0.38217166
75,298.0,-8,-72,0.7,Fri Jun 18 2021 00:33:21 UTC,LTE BAND 2,0.0,45.08309,-93.38217,93.0,0.38217166
76,297.0,-13,-72,0.6,Fri Jun 18 2021 00:34:21 UTC,LTE BAND 2,0.0,45.083088,-93.382164,93.0,0.38216335
77,297.0,-11,-72,0.7,Fri Jun 18 2021 00:35:21 UTC,LTE BAND 2,0.0,45.083088,-93.382164,93.0,0.38216335
78,297.0,-10,-74,0.7,Fri Jun 18 2021 00:36:21 UTC,LTE BAND 2,0.0,45.08309,-93.38216,93.0,0.38215667
79,305.0,-14,-74,0.7,Fri Jun 18 2021 00:37:21 UTC,LTE BAND 2,0.0,45.083096,-93.38196,93.0,0.38195834
80,301.0,-12,-74,0.7,Fri Jun 18 2021 00:38:21 UTC,LTE BAND 2,0.0,45.08311,-93.38199,93.0,0.38198835
81,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
82,298.0,-11,-74,0.7,Fri Jun 18 2021 00:39:20 UTC,LTE BAND 2,0.0,45.08312,-93.38201,93.0,0.38201168
83,297.0,-13,-73,0.6,Fri Jun 18 2021 00:40:21 UTC,LTE BAND 2,0.0,45.083122,-93.38202,93.0,0.38201836
84,297.0,-16,-72,0.7,Fri Jun 18 2021 00:41:21 UTC,LTE BAND 2,0.0,45.083122,-93.38201,93.0,0.38201168
85,298.0,-11,-72,0.6,Fri Jun 18 2021 00:42:21 UTC,LTE BAND 2,0.0,45.083126,-93.382,93.0,0.38200334
86,298.0,-9,-72,0.7,Fri Jun 18 2021 00:43:21 UTC,LTE BAND 2,0.0,45.08313,-93.38202,93.0,0.38201836
87,298.0,-9,-74,0.6,Fri Jun 18 2021 00:44:20 UTC,LTE BAND 2,0.0,45.083126,-93.38201,93.0,0.38201168
88,300.0,-11,-74,0.7,Fri Jun 18 2021 00:45:21 UTC,LTE BAND 2,0.0,45.083126,-93.382,93.0,0.38200334
89,301.0,-12,-74,0.7,Fri Jun 18 2021 00:46:21 UTC,LTE BAND 2,0.0,45.08313,-93.381996,93.0,0.38199666
90,302.0,-12,-73,0.7,Fri Jun 18 2021 00:47:21 UTC,LTE BAND 2,0.0,45.083126,-93.38199,93.0,0.38198835
91,301.0,-13,-73,0.7,Fri Jun 18 2021 00:48:21 UTC,LTE BAND 2,0.0,45.083126,-93.381996,93.0,0.38199666
92,301.0,-12,-71,0.6,Fri Jun 18 2021 00:49:21 UTC,LTE BAND 2,0.0,45.083126,-93.38199,93.0,0.38198835
93,302.0,-11,-72,0.6,Fri Jun 18 2021 00:50:20 UTC,LTE BAND 2,0.0,45.083122,-93.38199,93.0,0.38198835
94,302.0,-15,-72,0.6,Fri Jun 18 2021 00:51:21 UTC,LTE BAND 2,0.0,45.083122,-93.38199,93.0,0.38198835
95,302.0,-10,-74,0.6,Fri Jun 18 2021 00:52:21 UTC,LTE BAND 2,0.0,45.08312,-93.38199,93.0,0.38198835
96,302.0,-13,-74,0.7,Fri Jun 18 2021 00:53:21 UTC,LTE BAND 2,0.0,45.08312,-93.38199,93.0,0.38198835
97,302.0,-14,-73,0.8,Fri Jun 18 2021 00:54:21 UTC,LTE BAND 2,0.0,45.08312,-93.38199,93.0,0.38198835
98,301.0,-12,-73,0.7,Fri Jun 18 2021 00:55:21 UTC,LTE BAND 2,0.0,45.083122,-93.381996,93.0,0.38199666
99,301.0,-13,-73,0.7,Fri Jun 18 2021 00:56:20 UTC,LTE BAND 2,0.0,45.083122,-93.382,93.0,0.38200334
100,301.0,-11,-71,0.7,Fri Jun 18 2021 00:57:20 UTC,LTE BAND 2,0.0,45.083126,-93.382,93.0,0.38200334
101,301.0,-11,-73,0.7,Fri Jun 18 2021 00:58:21 UTC,LTE BAND 2,0.0,45.083126,-93.382,93.0,0.38200334
102,301.0,-10,-72,0.7,Fri Jun 18 2021 00:59:21 UTC,LTE BAND 2,0.0,45.08313,-93.382,93.0,0.38200334
103,301.0,-14,-72,0.7,Fri Jun 18 2021 01:00:21 UTC,LTE BAND 2,0.0,45.08313,-93.382,93.0,0.38200334
104,301.0,-11,-73,0.7,Fri Jun 18 2021 01:01:21 UTC,LTE BAND 2,0.0,45.08313,-93.382,93.0,0.38200334
105,301.0,-9,-73,0.8,Fri Jun 18 2021 01:02:21 UTC,LTE BAND 2,0.0,45.083126,-93.38201,93.0,0.38201168
106,302.0,-14,-73,0.8,Fri Jun 18 2021 01:03:21 UTC,LTE BAND 2,0.0,45.083126,-93.38201,93.0,0.38201168
107,302.0,-11,-73,0.8,Fri Jun 18 2021 01:04:21 UTC,LTE BAND 2,0.0,45.083122,-93.382,93.0,0.38200334
108,303.0,-12,-72,0.8,Fri Jun 18 2021 01:05:21 UTC,LTE BAND 2,0.0,45.083122,-93.382,93.0,0.38200334
109,298.0,-13,-74,0.7,Fri Jun 18 2021 01:06:21 UTC,LTE BAND 2,0.0,45.083035,-93.382065,93.0,0.382065
110,299.0,-12,-72,0.7,Fri Jun 18 2021 01:07:20 UTC,LTE BAND 2,0.0,45.08304,-93.382065,93.0,0.382065
111,301.0,-12,-72,0.7,Fri Jun 18 2021 01:08:21 UTC,LTE BAND 2,0.0,45.083046,-93.382065,93.0,0.382065
112,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
113,301.0,-11,-74,0.8,Fri Jun 18 2021 01:09:21 UTC,LTE BAND 2,0.0,45.08305,-93.382065,93.0,0.382065
114,302.0,-11,-73,0.7,Fri Jun 18 2021 01:10:21 UTC,LTE BAND 2,0.0,45.083057,-93.382065,93.0,0.382065
115,302.0,-15,-73,0.7,Fri Jun 18 2021 01:11:21 UTC,LTE BAND 2,0.0,45.083057,-93.382065,93.0,0.382065
116,303.0,-14,-73,0.7,Fri Jun 18 2021 01:12:21 UTC,LTE BAND 2,0.0,45.08307,-93.382065,93.0,0.382065
117,304.0,-9,-73,0.7,Fri Jun 18 2021 01:13:21 UTC,LTE BAND 2,0.0,45.083073,-93.382065,93.0,0.382065
118,304.0,-11,-73,0.7,Fri Jun 18 2021 01:14:21 UTC,LTE BAND 2,0.0,45.083076,-93.382065,93.0,0.382065
119,305.0,-13,-72,0.7,Fri Jun 18 2021 01:15:20 UTC,LTE BAND 2,0.0,45.083084,-93.382065,93.0,0.382065
120,305.0,-12,-72,0.7,Fri Jun 18 2021 01:16:21 UTC,LTE BAND 2,0.0,45.083088,-93.382065,93.0,0.382065
121,304.0,-11,-73,0.7,Fri Jun 18 2021 01:17:21 UTC,LTE BAND 2,0.0,45.083084,-93.382065,93.0,0.382065
122,305.0,-13,-74,0.7,Fri Jun 18 2021 01:18:21 UTC,LTE BAND 2,0.0,45.083088,-93.38207,93.0,0.38207164
123,305.0,-12,-73,0.7,Fri Jun 18 2021 01:19:21 UTC,LTE BAND 2,0.0,45.08309,-93.38207,93.0,0.38207164
124,306.0,-13,-73,0.7,Fri Jun 18 2021 01:20:20 UTC,LTE BAND 2,0.0,45.083096,-93.38207,93.0,0.38207164
125,306.0,-14,-73,0.7,Fri Jun 18 2021 01:21:20 UTC,LTE BAND 2,0.0,45.083096,-93.38207,93.0,0.38207164
126,306.0,-11,-72,0.7,Fri Jun 18 2021 01:22:21 UTC,LTE BAND 2,0.0,45.083096,-93.38207,93.0,0.38207164
127,306.0,-15,-72,0.7,Fri Jun 18 2021 01:23:21 UTC,LTE BAND 2,0.0,45.0831,-93.38207,93.0,0.38207164
128,306.0,-12,-71,0.7,Fri Jun 18 2021 01:24:21 UTC,LTE BAND 2,0.0,45.0831,-93.38207,93.0,0.38207164
129,306.0,-11,-73,0.7,Fri Jun 18 2021 01:25:21 UTC,LTE BAND 2,0.0,45.083103,-93.38208,93.0,0.38208002
130,307.0,-10,-73,0.7,Fri Jun 18 2021 01:26:21 UTC,LTE BAND 2,0.0,45.083103,-93.38208,93.0,0.38208002
131,307.0,-11,-73,0.6,Fri Jun 18 2021 01:27:21 UTC,LTE BAND 2,0.0,45.083103,-93.38207,93.0,0.38207164
132,305.0,-12,-73,0.7,Fri Jun 18 2021 01:28:21 UTC,LTE BAND 2,0.0,45.083096,-93.38201,93.0,0.38201168
133,305.0,-10,-73,0.7,Fri Jun 18 2021 01:29:21 UTC,LTE BAND 2,0.0,45.083096,-93.382,93.0,0.38200334
134,305.0,-11,-72,0.6,Fri Jun 18 2021 01:30:21 UTC,LTE BAND 2,0.0,45.083096,-93.382,93.0,0.38200334
135,298.0,-12,-72,0.8,Fri Jun 18 2021 01:31:21 UTC,LTE BAND 2,0.0,45.083046,-93.382,93.0,0.38200334
136,298.0,-12,-72,0.7,Fri Jun 18 2021 01:32:21 UTC,LTE BAND 2,0.0,45.083046,-93.381996,93.0,0.38199666
138,300.0,-11,-74,0.7,Fri Jun 18 2021 01:34:21 UTC,LTE BAND 2,0.0,45.083057,-93.381996,93.0,0.38199666
139,300.0,-13,-73,0.8,Fri Jun 18 2021 01:35:21 UTC,LTE BAND 2,0.0,45.083065,-93.38199,93.0,0.38198835
140,301.0,-9,-74,0.8,Fri Jun 18 2021 01:36:21 UTC,LTE BAND 2,0.0,45.083065,-93.38198,93.0,0.38198167
141,301.0,-12,-73,0.7,Fri Jun 18 2021 01:37:21 UTC,LTE BAND 2,0.0,45.083073,-93.38198,93.0,0.38198167
142,300.0,-14,-72,0.7,Fri Jun 18 2021 01:38:20 UTC,LTE BAND 2,0.0,45.083076,-93.38199,93.0,0.38198835
143,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
144,299.0,-13,-72,0.7,Fri Jun 18 2021 01:39:21 UTC,LTE BAND 2,0.0,45.08308,-93.381996,93.0,0.38199666
145,299.0,-13,-72,0.8,Fri Jun 18 2021 01:40:21 UTC,LTE BAND 2,0.0,45.083084,-93.381996,93.0,0.38199666
146,298.0,-12,-74,0.8,Fri Jun 18 2021 01:41:21 UTC,LTE BAND 2,0.0,45.08309,-93.382,93.0,0.38200334
147,298.0,-11,-74,0.8,Fri Jun 18 2021 01:42:21 UTC,LTE BAND 2,0.0,45.083096,-93.38201,93.0,0.38201168
148,298.0,-11,-73,0.7,Fri Jun 18 2021 01:43:21 UTC,LTE BAND 2,0.0,45.0831,-93.38201,93.0,0.38201168
149,297.0,-9,-73,0.7,Fri Jun 18 2021 01:44:21 UTC,LTE BAND 2,0.0,45.083103,-93.38201,93.0,0.38201168
150,297.0,-11,-72,0.7,Fri Jun 18 2021 01:45:21 UTC,LTE BAND 2,0.0,45.083103,-93.38201,93.0,0.38201168
151,297.0,-10,-72,0.9,Fri Jun 18 2021 01:46:21 UTC,LTE BAND 2,0.0,45.083103,-93.38201,93.0,0.38201168
152,297.0,-13,-73,0.9,Fri Jun 18 2021 01:47:21 UTC,LTE BAND 2,0.0,45.083103,-93.38201,93.0,0.38201168
153,296.0,-12,-72,0.9,Fri Jun 18 2021 01:48:21 UTC,LTE BAND 2,0.0,45.08306,-93.38204,93.0,0.38204166
154,296.0,-14,-74,0.8,Fri Jun 18 2021 01:49:21 UTC,LTE BAND 2,0.0,45.08306,-93.38204,93.0,0.38204166
155,296.0,-11,-74,0.9,Fri Jun 18 2021 01:50:21 UTC,LTE BAND 2,0.0,45.083054,-93.38204,93.0,0.38204166
156,296.0,-14,-73,0.7,Fri Jun 18 2021 01:51:20 UTC,LTE BAND 2,0.0,45.083054,-93.38204,93.0,0.38204166
157,295.0,-8,-74,0.7,Fri Jun 18 2021 01:52:21 UTC,LTE BAND 2,0.0,45.08305,-93.38204,93.0,0.38204166
158,296.0,-14,-73,0.7,Fri Jun 18 2021 01:53:21 UTC,LTE BAND 2,0.0,45.083046,-93.38204,93.0,0.38204166
159,296.0,-9,-72,0.8,Fri Jun 18 2021 01:54:21 UTC,LTE BAND 2,0.0,45.08304,-93.38204,93.0,0.38204166
160,296.0,-11,-73,0.8,Fri Jun 18 2021 01:55:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
161,296.0,-12,-72,0.8,Fri Jun 18 2021 01:56:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
162,296.0,-10,-73,0.7,Fri Jun 18 2021 01:57:20 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
163,295.0,-10,-73,0.7,Fri Jun 18 2021 01:58:20 UTC,LTE BAND 2,0.0,45.083035,-93.38206,93.0,0.38205668
164,295.0,-11,-72,0.7,Fri Jun 18 2021 01:59:21 UTC,LTE BAND 2,0.0,45.083035,-93.38206,93.0,0.38205668
165,295.0,-11,-73,0.9,Fri Jun 18 2021 02:00:21 UTC,LTE BAND 2,0.0,45.083035,-93.38206,93.0,0.38205668
166,295.0,-12,-73,0.9,Fri Jun 18 2021 02:01:21 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
167,295.0,-11,-72,0.7,Fri Jun 18 2021 02:02:21 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
168,295.0,-15,-73,0.8,Fri Jun 18 2021 02:03:20 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
169,295.0,-9,-72,0.8,Fri Jun 18 2021 02:04:21 UTC,LTE BAND 2,0.0,45.083027,-93.38206,93.0,0.38205668
170,295.0,-12,-73,0.8,Fri Jun 18 2021 02:05:21 UTC,LTE BAND 2,0.0,45.083027,-93.38206,93.0,0.38205668
171,295.0,-11,-74,0.9,Fri Jun 18 2021 02:06:21 UTC,LTE BAND 2,0.0,45.083027,-93.38206,93.0,0.38205668
172,300.0,-10,-73,0.7,Fri Jun 18 2021 02:07:21 UTC,LTE BAND 2,0.0,45.083027,-93.381935,93.0,0.381935
173,300.0,-11,-73,0.7,Fri Jun 18 2021 02:08:21 UTC,LTE BAND 2,0.0,45.083027,-93.381935,93.0,0.381935
174,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
175,300.0,-9,-73,0.8,Fri Jun 18 2021 02:09:20 UTC,LTE BAND 2,0.0,45.083027,-93.38194,93.0,0.38194332
176,299.0,-14,-73,0.8,Fri Jun 18 2021 02:10:21 UTC,LTE BAND 2,0.0,45.083023,-93.38196,93.0,0.38195834
177,299.0,-11,-73,0.8,Fri Jun 18 2021 02:11:21 UTC,LTE BAND 2,0.0,45.083023,-93.38196,93.0,0.38195834
178,299.0,-12,-72,0.8,Fri Jun 18 2021 02:12:21 UTC,LTE BAND 2,0.0,45.083023,-93.38196,93.0,0.38195834
179,298.0,-13,-74,0.8,Fri Jun 18 2021 02:13:21 UTC,LTE BAND 2,0.0,45.083023,-93.381966,93.0,0.381965
180,299.0,-12,-73,0.7,Fri Jun 18 2021 02:14:20 UTC,LTE BAND 2,0.0,45.08302,-93.38196,93.0,0.38195834
181,298.0,-9,-73,1.0,Fri Jun 18 2021 02:15:20 UTC,LTE BAND 2,0.0,45.08302,-93.38197,93.0,0.38197333
182,296.0,-11,-73,0.9,Fri Jun 18 2021 02:16:21 UTC,LTE BAND 2,0.0,45.083023,-93.38199,93.0,0.38198835
183,296.0,-9,-73,0.7,Fri Jun 18 2021 02:17:21 UTC,LTE BAND 2,0.0,45.083023,-93.381996,93.0,0.38199666
184,295.0,-13,-73,0.8,Fri Jun 18 2021 02:18:21 UTC,LTE BAND 2,0.0,45.083023,-93.382,93.0,0.38200334
185,294.0,-10,-72,0.8,Fri Jun 18 2021 02:19:21 UTC,LTE BAND 2,0.0,45.083027,-93.38201,93.0,0.38201168
186,294.0,-13,-72,0.8,Fri Jun 18 2021 02:20:20 UTC,LTE BAND 2,0.0,45.083027,-93.38202,93.0,0.38201836
187,293.0,-11,-74,0.8,Fri Jun 18 2021 02:21:21 UTC,LTE BAND 2,0.0,45.08303,-93.38203,93.0,0.38202667
188,293.0,-15,-73,0.7,Fri Jun 18 2021 02:22:21 UTC,LTE BAND 2,0.0,45.08303,-93.38203,93.0,0.38202667
189,292.0,-11,-73,0.9,Fri Jun 18 2021 02:23:21 UTC,LTE BAND 2,0.0,45.083035,-93.382034,93.0,0.382035
190,291.0,-12,-73,0.7,Fri Jun 18 2021 02:24:21 UTC,LTE BAND 2,0.0,45.08303,-93.38204,93.0,0.38204166
191,291.0,-14,-74,0.7,Fri Jun 18 2021 02:25:21 UTC,LTE BAND 2,0.0,45.08304,-93.38204,93.0,0.38204166
192,290.0,-9,-73,0.9,Fri Jun 18 2021 02:26:20 UTC,LTE BAND 2,0.0,45.08304,-93.38205,93.0,0.38205
193,290.0,-10,-72,0.8,Fri Jun 18 2021 02:27:21 UTC,LTE BAND 2,0.0,45.08304,-93.38205,93.0,0.38205
194,290.0,-9,-72,0.8,Fri Jun 18 2021 02:28:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
195,289.0,-12,-73,0.7,Fri Jun 18 2021 02:29:21 UTC,LTE BAND 2,0.0,45.083035,-93.38206,93.0,0.38205668
196,289.0,-11,-73,0.8,Fri Jun 18 2021 02:30:21 UTC,LTE BAND 2,0.0,45.083035,-93.382065,93.0,0.382065
197,289.0,-11,-73,0.7,Fri Jun 18 2021 02:31:21 UTC,LTE BAND 2,0.0,45.083035,-93.38206,93.0,0.38205668
198,290.0,-9,-73,0.7,Fri Jun 18 2021 02:32:21 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
199,290.0,-13,-73,0.7,Fri Jun 18 2021 02:33:20 UTC,LTE BAND 2,0.0,45.08303,-93.38206,93.0,0.38205668
200,290.0,-9,-73,0.7,Fri Jun 18 2021 02:34:21 UTC,LTE BAND 2,0.0,45.08303,-93.38205,93.0,0.38205
201,290.0,-11,-72,0.9,Fri Jun 18 2021 02:35:21 UTC,LTE BAND 2,0.0,45.08303,-93.38205,93.0,0.38205
202,291.0,-12,-72,0.7,Fri Jun 18 2021 02:36:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
203,291.0,-12,-74,0.7,Fri Jun 18 2021 02:37:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
204,291.0,-11,-73,0.7,Fri Jun 18 2021 02:38:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
205,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
206,291.0,-9,-73,0.8,Fri Jun 18 2021 02:39:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
207,291.0,-10,-73,0.8,Fri Jun 18 2021 02:40:21 UTC,LTE BAND 2,0.0,45.083035,-93.38205,93.0,0.38205
208,291.0,-8,-73,0.8,Fri Jun 18 2021 02:41:21 UTC,LTE BAND 2,0.0,45.08304,-93.38206,93.0,0.38205668
209,291.0,-15,-73,0.7,Fri Jun 18 2021 02:42:21 UTC,LTE BAND 2,0.0,45.08304,-93.382065,93.0,0.382065
210,291.0,-11,-72,0.7,Fri Jun 18 2021 02:43:21 UTC,LTE BAND 2,0.0,45.083042,-93.382065,93.0,0.382065
211,290.0,-9,-73,0.7,Fri Jun 18 2021 02:44:21 UTC,LTE BAND 2,0.0,45.083046,-93.38207,93.0,0.38207164
212,290.0,-9,-73,0.7,Fri Jun 18 2021 02:45:20 UTC,LTE BAND 2,0.0,45.083054,-93.38207,93.0,0.38207164
213,289.0,-13,-73,0.7,Fri Jun 18 2021 02:46:21 UTC,LTE BAND 2,0.0,45.083054,-93.38208,93.0,0.38208002
214,289.0,-9,-73,0.7,Fri Jun 18 2021 02:47:21 UTC,LTE BAND 2,0.0,45.083057,-93.38208,93.0,0.38208002
215,275.0,-13,-73,0.7,Fri Jun 18 2021 02:48:21 UTC,LTE BAND 2,0.0,45.083023,-93.382126,93.0,0.3821267
216,276.0,-12,-73,0.8,Fri Jun 18 2021 02:49:21 UTC,LTE BAND 2,0.0,45.083027,-93.382126,93.0,0.3821267
217,283.0,-10,-73,0.7,Fri Jun 18 2021 02:50:21 UTC,LTE BAND 2,0.0,45.083084,-93.38214,93.0,0.38214165
218,287.0,-14,-72,0.8,Fri Jun 18 2021 02:51:20 UTC,LTE BAND 2,0.0,45.083107,-93.38215,93.0,0.38214833
219,288.0,-9,-73,0.7,Fri Jun 18 2021 02:52:21 UTC,LTE BAND 2,0.0,45.083122,-93.38215,93.0,0.38214833
220,291.0,-9,-73,0.7,Fri Jun 18 2021 02:53:21 UTC,LTE BAND 2,0.0,45.08314,-93.38215,93.0,0.38214833
221,293.0,-10,-73,0.7,Fri Jun 18 2021 02:54:21 UTC,LTE BAND 2,0.0,45.083153,-93.38216,93.0,0.38215667
222,294.0,-12,-73,0.8,Fri Jun 18 2021 02:55:21 UTC,LTE BAND 2,0.0,45.083157,-93.38215,93.0,0.38214833
223,294.0,-11,-72,0.8,Fri Jun 18 2021 02:56:21 UTC,LTE BAND 2,0.0,45.08316,-93.38215,93.0,0.38214833
224,294.0,-11,-73,0.8,Fri Jun 18 2021 02:57:21 UTC,LTE BAND 2,0.0,45.08316,-93.38215,93.0,0.38214833
225,294.0,-10,-72,0.7,Fri Jun 18 2021 02:58:20 UTC,LTE BAND 2,0.0,45.083157,-93.38215,93.0,0.38214833
226,294.0,-12,-72,0.7,Fri Jun 18 2021 02:59:21 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
227,294.0,-11,-73,0.8,Fri Jun 18 2021 03:00:21 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
228,295.0,-15,-74,0.8,Fri Jun 18 2021 03:01:21 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
229,295.0,-9,-73,0.7,Fri Jun 18 2021 03:02:21 UTC,LTE BAND 2,0.0,45.08315,-93.38214,93.0,0.38214165
230,295.0,-9,-73,0.7,Fri Jun 18 2021 03:03:20 UTC,LTE BAND 2,0.0,45.08315,-93.38213,93.0,0.38213333
231,295.0,-10,-73,0.7,Fri Jun 18 2021 03:04:20 UTC,LTE BAND 2,0.0,45.08315,-93.38213,93.0,0.38213333
232,296.0,-13,-73,0.7,Fri Jun 18 2021 03:05:21 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
233,297.0,-8,-73,0.7,Fri Jun 18 2021 03:06:21 UTC,LTE BAND 2,0.0,45.083153,-93.38213,93.0,0.38213333
234,297.0,-13,-72,0.7,Fri Jun 18 2021 03:07:21 UTC,LTE BAND 2,0.0,45.083153,-93.38213,93.0,0.38213333
235,298.0,-11,-73,0.9,Fri Jun 18 2021 03:08:22 UTC,LTE BAND 2,0.0,45.083157,-93.38213,93.0,0.38213333
236,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
237,298.0,-9,-73,0.9,Fri Jun 18 2021 03:09:21 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
238,298.0,-12,-73,0.8,Fri Jun 18 2021 03:10:22 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
239,298.0,-11,-71,0.8,Fri Jun 18 2021 03:11:22 UTC,LTE BAND 2,0.0,45.083153,-93.38214,93.0,0.38214165
