Date,Latitude,Longitude,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Network Band,GPS Speed (km/h),deg,min
Sat May 29 2021 00:00:17 UTC,44.99785167,-93.24131833,271,-13,-89,1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:01:17 UTC,44.99785167,-93.24131833,271,-18,-88,1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:02:18 UTC,44.99785167,-93.24131833,271,-12,-89,1.1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:03:18 UTC,44.99785167,-93.24131833,271,-12,-89,1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:04:18 UTC,44.99785167,-93.24131833,271,-12,-89,1.1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:05:18 UTC,44.99785167,-93.24131833,271,-13,-88,1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:06:18 UTC,44.99784833,-93.24131833,271,-10,-89,0.9,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:07:17 UTC,44.99784833,-93.24131833,271,-12,-89,1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:08:17 UTC,44.99784833,-93.24131833,271,-14,-89,0.9,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:10:17 UTC,44.997845,-93.24131833,271,-10,-88,1.1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:11:17 UTC,44.997845,-93.24131833,271,-11,-88,1.3,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 00:12:17 UTC,44.997845,-93.241325,271,-12,-88,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:13:17 UTC,44.99784167,-93.241325,271,-13,-89,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:14:17 UTC,44.99784167,-93.241325,271,-14,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:15:17 UTC,44.99784167,-93.241325,271,-13,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:16:16 UTC,44.99784167,-93.241325,271,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:17:17 UTC,44.99784167,-93.241325,272,-11,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:18:17 UTC,44.99784167,-93.241325,272,-9,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:19:17 UTC,44.99784167,-93.241325,272,-11,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:20:17 UTC,44.997845,-93.241325,272,-14,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:21:17 UTC,44.997845,-93.241325,272,-10,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:22:16 UTC,44.997845,-93.241325,272,-12,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:23:17 UTC,44.997845,-93.241325,272,-12,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:24:17 UTC,44.997845,-93.241325,272,-11,-88,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:25:16 UTC,44.997845,-93.241325,271,-10,-89,1.3,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:26:16 UTC,44.997845,-93.241325,271,-14,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:27:16 UTC,44.997845,-93.241325,271,-12,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:28:17 UTC,44.997845,-93.241325,271,-10,-89,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:29:17 UTC,44.997845,-93.241325,271,-15,-88,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:30:17 UTC,44.997845,-93.241325,271,-11,-88,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:31:17 UTC,44.997845,-93.241325,271,-10,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:32:16 UTC,44.997845,-93.241325,271,-11,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:33:16 UTC,44.997845,-93.241325,271,-12,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:34:17 UTC,44.997845,-93.241325,271,-11,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:35:17 UTC,44.997845,-93.241325,271,-11,-88,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:36:17 UTC,44.997845,-93.241325,271,-11,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:37:17 UTC,44.997845,-93.241325,271,-11,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:38:17 UTC,44.997845,-93.241325,271,-10,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:39:17 UTC,44.997845,-93.241325,271,-9,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:40:17 UTC,44.997845,-93.241325,271,-10,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:41:16 UTC,44.997845,-93.241325,271,-14,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:42:16 UTC,44.997845,-93.241325,271,-11,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:43:17 UTC,44.997845,-93.241325,271,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:44:17 UTC,44.997845,-93.241325,271,-10,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:45:17 UTC,44.997845,-93.241325,271,-10,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:46:16 UTC,44.99784167,-93.241325,272,-12,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:47:16 UTC,44.99784167,-93.241325,272,-9,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:48:16 UTC,44.99784167,-93.241325,272,-11,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:49:17 UTC,44.99784167,-93.241325,272,-14,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:50:17 UTC,44.99783667,-93.241325,271,-14,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:51:17 UTC,44.99783667,-93.241325,271,-11,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:52:16 UTC,44.99783667,-93.241325,271,-13,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:53:17 UTC,44.99783667,-93.241325,271,-12,-89,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:54:17 UTC,44.99783667,-93.241325,271,-12,-89,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:55:17 UTC,44.99783667,-93.241325,271,-11,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:56:17 UTC,44.99783667,-93.241325,271,-13,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:57:17 UTC,44.99783667,-93.241325,271,-13,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:58:17 UTC,44.99783333,-93.241325,271,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 00:59:16 UTC,44.99783333,-93.241325,271,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:00:17 UTC,44.99783333,-93.241325,271,-10,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:01:16 UTC,44.99783333,-93.24133333,271,-15,-89,1.1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:02:17 UTC,44.99783333,-93.24133333,271,-10,-89,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:03:17 UTC,44.99783333,-93.241325,271,-11,-89,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:04:17 UTC,44.99783333,-93.24133333,271,-13,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:05:17 UTC,44.99783333,-93.24133333,271,-13,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:06:17 UTC,44.99783333,-93.24133333,271,-13,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:07:16 UTC,44.99783333,-93.24133333,270,-13,-89,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:08:17 UTC,44.99783,-93.24133333,270,-13,-88,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:10:12 UTC,44.99783,-93.24133333,270,-11,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:11:12 UTC,44.99783,-93.24133333,271,-13,-89,1.1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:12:12 UTC,44.99783,-93.24133333,271,-13,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:13:12 UTC,44.99783,-93.24133333,271,-14,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:14:11 UTC,44.99783,-93.24133333,271,-12,-89,1.3,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:15:12 UTC,44.99783,-93.24133333,271,-12,-89,1.1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:16:11 UTC,44.99783333,-93.24133333,271,-13,-89,1.1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:17:12 UTC,44.99783333,-93.24133333,271,-12,-96,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:18:12 UTC,44.99783333,-93.24133333,271,-10,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:19:12 UTC,44.99783333,-93.24133333,271,-13,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:20:12 UTC,44.99783333,-93.24133333,271,-14,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:21:12 UTC,44.99783333,-93.24133333,271,-14,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:22:11 UTC,44.99783333,-93.24133333,271,-11,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:23:12 UTC,44.99783333,-93.24133333,271,-12,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:24:17 UTC,44.99783333,-93.24133333,271,-11,-89,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:25:17 UTC,44.99783333,-93.24133333,271,-11,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:26:17 UTC,44.99783333,-93.24133333,271,-11,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:27:17 UTC,44.99783333,-93.24133333,271,-12,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:28:17 UTC,44.99783333,-93.24133333,271,-11,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:29:17 UTC,44.99783333,-93.24133333,271,-10,-89,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:30:16 UTC,44.99783333,-93.24133333,271,-15,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:31:16 UTC,44.99785167,-93.24137167,267,-13,-89,1.2,LTE BAND 2,0,93,0.241371667
Sat May 29 2021 01:32:17 UTC,44.997825,-93.24135667,268,-12,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:33:17 UTC,44.997825,-93.24135667,268,-13,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:34:17 UTC,44.997825,-93.24135667,268,-12,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:35:17 UTC,44.997825,-93.24135667,268,-13,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:36:16 UTC,44.99783,-93.24135667,268,-11,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:37:16 UTC,44.99783333,-93.24135667,268,-10,-89,1.3,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:38:17 UTC,44.99783667,-93.24135667,268,-10,-89,1.2,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:39:17 UTC,44.99783667,-93.24135667,269,-11,-89,1.3,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:40:17 UTC,44.99784167,-93.24135667,269,-10,-89,1.3,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:41:16 UTC,44.99786833,-93.241325,267,-13,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:42:16 UTC,44.99786833,-93.241325,267,-11,-89,0.8,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:43:17 UTC,44.99786833,-93.241325,267,-12,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:44:17 UTC,44.99786833,-93.241325,268,-12,-89,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:45:17 UTC,44.99786833,-93.241325,268,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:46:16 UTC,44.99786833,-93.24133333,268,-12,-89,0.8,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:47:16 UTC,44.99786833,-93.24133333,268,-11,-89,1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:48:16 UTC,44.99786833,-93.24133333,268,-13,-89,0.9,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:49:17 UTC,44.99786833,-93.241325,268,-12,-89,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 01:50:17 UTC,44.99786833,-93.24133333,268,-16,-89,1.2,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:51:17 UTC,44.99787167,-93.24133333,268,-10,-89,0.9,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:52:17 UTC,44.99787167,-93.24133333,268,-9,-89,0.8,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:53:16 UTC,44.99787167,-93.24133333,268,-14,-89,0.8,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 01:54:17 UTC,44.997875,-93.24134833,270,-11,-89,1,LTE BAND 2,0,93,0.241348333
Sat May 29 2021 01:55:17 UTC,44.99787833,-93.24135667,271,-12,-89,0.9,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 01:56:17 UTC,44.997875,-93.24136333,271,-13,-89,1.1,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 01:57:17 UTC,44.997875,-93.24136333,271,-10,-89,1.1,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 01:58:17 UTC,44.997875,-93.24136333,271,-14,-89,0.9,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 01:59:17 UTC,44.997875,-93.24136333,271,-12,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:00:16 UTC,44.997875,-93.24136333,271,-11,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:01:17 UTC,44.997875,-93.24136333,271,-14,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:02:17 UTC,44.997875,-93.24136333,271,-12,-89,1.2,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:03:17 UTC,44.997875,-93.24136333,271,-10,-89,1.1,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:04:17 UTC,44.997875,-93.24136333,271,-11,-89,0.9,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:05:16 UTC,44.997875,-93.24136333,271,-13,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:06:16 UTC,44.997875,-93.24136333,271,-10,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:07:16 UTC,44.997875,-93.24136333,271,-12,-89,0.8,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:08:17 UTC,44.99787167,-93.24136333,271,-11,-89,1.1,LTE BAND 2,0,93,0.241363333
Sat May 29 2021 02:09:17 UTC,44.99786,-93.24137833,272,-11,-89,1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:10:17 UTC,44.99786,-93.24137833,272,-14,-89,1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:11:16 UTC,44.99785667,-93.24137833,272,-14,-88,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:12:16 UTC,44.99785667,-93.24137833,272,-12,-88,1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:13:17 UTC,44.99784833,-93.24139333,278,-11,-88,1.2,LTE BAND 2,0,93,0.241393333
Sat May 29 2021 02:14:17 UTC,44.99785167,-93.24139333,278,-11,-88,1,LTE BAND 2,0,93,0.241393333
Sat May 29 2021 02:15:17 UTC,44.99785167,-93.24138667,277,-11,-88,1,LTE BAND 2,0,93,0.241386667
Sat May 29 2021 02:16:17 UTC,44.99785167,-93.24138667,277,-14,-88,1,LTE BAND 2,0,93,0.241386667
Sat May 29 2021 02:17:16 UTC,44.99784833,-93.24138667,276,-11,-88,1,LTE BAND 2,0,93,0.241386667
Sat May 29 2021 02:18:16 UTC,44.997845,-93.24138667,275,-13,-88,1.3,LTE BAND 2,0,93,0.241386667
Sat May 29 2021 02:19:17 UTC,44.997845,-93.24137833,275,-15,-88,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:20:17 UTC,44.99783667,-93.24137833,275,-14,-88,1.4,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:21:17 UTC,44.99783,-93.24137833,274,-12,-88,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:22:17 UTC,44.997825,-93.24137833,274,-12,-88,1.4,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:23:17 UTC,44.99783,-93.24137833,274,-12,-88,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:24:17 UTC,44.99783,-93.24137833,274,-11,-88,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:25:17 UTC,44.99783,-93.24137167,273,-11,-88,1.1,LTE BAND 2,0,93,0.241371667
Sat May 29 2021 02:26:16 UTC,44.99778667,-93.24137833,269,-12,-95,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:27:16 UTC,44.99778667,-93.24137833,269,-12,-95,1.1,LTE BAND 2,0,93,0.241378333
Sat May 29 2021 02:28:17 UTC,44.99783667,-93.24134,271,-12,-96,1.1,LTE BAND 2,0,93,0.24134
Sat May 29 2021 02:29:17 UTC,44.99783,-93.24134,271,-11,-96,1.6,LTE BAND 2,0,93,0.24134
Sat May 29 2021 02:30:17 UTC,44.99782167,-93.24135667,270,-11,-95,1.7,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:31:17 UTC,44.99781833,-93.24135667,270,-12,-95,2.5,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:32:16 UTC,44.99781833,-93.24135667,270,-11,-95,1,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:33:16 UTC,44.99781833,-93.24135667,270,-12,-95,1.1,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:34:17 UTC,44.99781833,-93.24135667,270,-10,-94,1.1,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:35:17 UTC,44.99781833,-93.24135667,270,-13,-94,1,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:36:17 UTC,44.99782167,-93.24135667,270,-13,-95,1.4,LTE BAND 2,0,93,0.241356667
Sat May 29 2021 02:37:16 UTC,44.997825,-93.24134833,270,-12,-96,1.1,LTE BAND 2,0,93,0.241348333
Sat May 29 2021 02:38:16 UTC,44.997825,-93.24134833,270,-12,-95,1,LTE BAND 2,0,93,0.241348333
Sat May 29 2021 02:40:12 UTC,44.99782167,-93.241325,270,-14,-95,1.1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:41:12 UTC,44.99782167,-93.241325,270,-12,-95,1.3,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:42:12 UTC,44.99782167,-93.24131,272,-15,-95,1.4,LTE BAND 2,0,93,0.24131
Sat May 29 2021 02:43:12 UTC,44.99782167,-93.24131,272,-12,-96,1.5,LTE BAND 2,0,93,0.24131
Sat May 29 2021 02:44:11 UTC,44.99782167,-93.24131,271,-11,-95,1.1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 02:45:12 UTC,44.99781833,-93.24131833,272,-12,-95,1.1,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 02:46:11 UTC,44.99783,-93.241325,273,-11,-94,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:47:12 UTC,44.99783333,-93.241325,272,-11,-93,1.2,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:48:12 UTC,44.99783333,-93.241325,273,-12,-93,1.4,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:49:12 UTC,44.99783333,-93.241325,273,-11,-91,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:50:12 UTC,44.99783333,-93.241325,273,-10,-92,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:51:11 UTC,44.99783333,-93.241325,273,-11,-91,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:52:12 UTC,44.99783333,-93.24133333,274,-11,-91,0.9,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 02:53:12 UTC,44.99783333,-93.24133333,274,-12,-92,0.8,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 02:54:17 UTC,44.99783667,-93.241325,273,-11,-91,1,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:55:17 UTC,44.99783667,-93.24133333,273,-14,-93,1.1,LTE BAND 2,0,93,0.241333333
Sat May 29 2021 02:56:17 UTC,44.99783667,-93.241325,273,-10,-93,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:57:17 UTC,44.99784167,-93.241325,272,-14,-92,0.8,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:58:17 UTC,44.99784167,-93.241325,272,-13,-92,0.9,LTE BAND 2,0,93,0.241325
Sat May 29 2021 02:59:17 UTC,44.99784167,-93.24131833,271,-17,-92,0.8,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 03:00:16 UTC,44.997845,-93.24131833,271,-13,-92,0.8,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 03:01:16 UTC,44.997845,-93.24131833,271,-14,-92,0.8,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 03:02:17 UTC,44.997845,-93.24131833,271,-12,-93,0.9,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 03:03:17 UTC,44.99786833,-93.24131833,273,-12,-92,0.8,LTE BAND 2,0,93,0.241318333
Sat May 29 2021 03:04:17 UTC,44.99789,-93.24131,277,-12,-92,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:05:16 UTC,44.99784833,-93.24134833,274,-11,-93,1,LTE BAND 2,0,93,0.241348333
Sat May 29 2021 03:06:16 UTC,44.99786833,-93.24139333,283,-11,-93,1.2,LTE BAND 2,0,93,0.241393333
Sat May 29 2021 03:07:16 UTC,44.99786833,-93.24139333,283,-12,-92,1,LTE BAND 2,0,93,0.241393333
Sat May 29 2021 03:08:17 UTC,44.99788333,-93.24130167,272,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:09:17 UTC,44.99791,-93.24128,268,-15,-90,1.3,LTE BAND 2,0,93,0.24128
Sat May 29 2021 03:10:17 UTC,44.99787833,-93.24124833,264,-10,-89,1.1,LTE BAND 2,0.6,93,0.241248333
Sat May 29 2021 03:11:16 UTC,44.997895,-93.24124167,266,-11,-91,1,LTE BAND 2,0,93,0.241241667
Sat May 29 2021 03:12:16 UTC,44.99789833,-93.241265,272,-10,-90,1,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:13:17 UTC,44.99789833,-93.241265,272,-12,-91,1,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:14:17 UTC,44.99789833,-93.241265,272,-11,-91,1,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:15:17 UTC,44.99789833,-93.241265,271,-11,-91,0.9,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:16:17 UTC,44.99789833,-93.241265,272,-16,-91,1,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:17:16 UTC,44.99789833,-93.241265,272,-9,-91,1.2,LTE BAND 2,0,93,0.241265
Sat May 29 2021 03:18:16 UTC,44.997895,-93.24127167,272,-10,-91,1.2,LTE BAND 2,0,93,0.241271667
Sat May 29 2021 03:19:17 UTC,44.997895,-93.24127167,271,-11,-91,1.2,LTE BAND 2,0,93,0.241271667
Sat May 29 2021 03:20:17 UTC,44.997895,-93.24127167,271,-9,-91,1.2,LTE BAND 2,0,93,0.241271667
Sat May 29 2021 03:21:17 UTC,44.997875,-93.24130167,269,-12,-91,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:22:17 UTC,44.997875,-93.24130167,269,-13,-91,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:23:17 UTC,44.997875,-93.24130167,269,-11,-91,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:24:17 UTC,44.99787167,-93.24130167,269,-11,-91,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:25:16 UTC,44.99784167,-93.24131,267,-10,-91,1.3,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:26:16 UTC,44.99784167,-93.24131,267,-15,-90,0.9,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:27:17 UTC,44.99784167,-93.24131,267,-15,-91,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:28:17 UTC,44.99784167,-93.24131,267,-12,-91,0.9,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:29:17 UTC,44.99784167,-93.24131,267,-10,-91,0.9,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:30:17 UTC,44.99784167,-93.24131,266,-13,-91,0.9,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:31:17 UTC,44.99784167,-93.24131,266,-11,-91,0.9,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:32:17 UTC,44.997845,-93.24131,267,-10,-91,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:33:16 UTC,44.99784833,-93.24130167,266,-11,-91,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:34:17 UTC,44.99785667,-93.24130167,267,-12,-91,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:35:17 UTC,44.99785667,-93.24130167,266,-12,-91,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:36:17 UTC,44.99786,-93.24130167,267,-10,-91,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:37:17 UTC,44.99785667,-93.24130167,268,-11,-91,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:38:16 UTC,44.99786833,-93.24130167,267,-11,-91,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 03:39:17 UTC,44.99787167,-93.24128667,265,-11,-90,0.9,LTE BAND 2,0,93,0.241286667
Sat May 29 2021 03:40:17 UTC,44.997875,-93.24131,264,-9,-91,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 03:41:16 UTC,44.99786,-93.241295,269,-11,-91,1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 03:42:17 UTC,44.99786,-93.241295,269,-12,-91,0.9,LTE BAND 2,0,93,0.241295
Sat May 29 2021 03:43:17 UTC,44.99786,-93.241295,269,-10,-90,1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 03:44:17 UTC,44.99785667,-93.241295,270,-12,-91,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 03:45:17 UTC,44.99785667,-93.241295,270,-13,-91,0.9,LTE BAND 2,0,93,0.241295
