,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),Latitude,Longitude,deg,min
34,266.0,-8,-87,1.5,Tue Sep 28 2021 00:32:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
35,266.0,-10,-87,1.5,Tue Sep 28 2021 00:33:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
36,266.0,-10,-87,1.4,Tue Sep 28 2021 00:34:30 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
37,266.0,-10,-87,1.7,Tue Sep 28 2021 00:35:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
38,266.0,-10,-87,3.1,Tue Sep 28 2021 00:36:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
39,266.0,-10,-87,1.5,Tue Sep 28 2021 00:37:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
40,266.0,-10,-87,1.5,Tue Sep 28 2021 00:38:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
41,266.0,-8,-87,2.5,Tue Sep 28 2021 00:39:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
42,266.0,-8,-87,1.9,Tue Sep 28 2021 00:40:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
43,266.0,-9,-87,1.8,Tue Sep 28 2021 00:41:30 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
44,266.0,-8,-87,2.2,Tue Sep 28 2021 00:42:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
45,266.0,-9,-87,2.5,Tue Sep 28 2021 00:43:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
46,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
47,266.0,-7,-87,2.6,Tue Sep 28 2021 00:44:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
48,266.0,-7,-86,3.1,Tue Sep 28 2021 00:45:30 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
49,266.0,-7,-86,2.6,Tue Sep 28 2021 00:46:30 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
50,266.0,-8,-87,9.9,Tue Sep 28 2021 00:47:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
51,266.0,-9,-87,2.0,Tue Sep 28 2021 00:48:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
52,266.0,-10,-87,2.0,Tue Sep 28 2021 00:49:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
53,266.0,-8,-86,2.6,Tue Sep 28 2021 00:50:31 UTC,LTE BAND 4,0.0,44.843395,-93.28489,93.0,0.28489
54,266.0,-8,-87,3.2,Tue Sep 28 2021 00:51:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
55,266.0,-7,-86,2.1,Tue Sep 28 2021 00:52:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
56,266.0,-7,-86,2.0,Tue Sep 28 2021 00:53:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
57,266.0,-7,-86,2.6,Tue Sep 28 2021 00:54:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
58,266.0,-7,-87,4.7,Tue Sep 28 2021 00:55:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
59,266.0,-7,-86,2.6,Tue Sep 28 2021 00:56:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
60,266.0,-7,-87,4.0,Tue Sep 28 2021 00:57:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
61,266.0,-9,-86,3.7,Tue Sep 28 2021 00:58:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
62,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
63,266.0,-7,-87,4.8,Tue Sep 28 2021 00:59:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
64,266.0,-9,-87,2.5,Tue Sep 28 2021 01:00:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
65,266.0,-7,-86,2.5,Tue Sep 28 2021 01:01:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
66,266.0,-8,-86,4.6,Tue Sep 28 2021 01:02:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
67,266.0,-11,-87,3.1,Tue Sep 28 2021 01:03:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
68,266.0,-10,-86,4.7,Tue Sep 28 2021 01:04:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
69,266.0,-7,-86,4.0,Tue Sep 28 2021 01:05:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
70,266.0,-7,-86,3.0,Tue Sep 28 2021 01:06:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
71,266.0,-7,-86,3.7,Tue Sep 28 2021 01:07:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
72,266.0,-9,-86,2.1,Tue Sep 28 2021 01:08:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
73,266.0,-6,-86,2.5,Tue Sep 28 2021 01:09:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
74,266.0,-10,-87,2.1,Tue Sep 28 2021 01:10:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
75,266.0,-7,-87,2.2,Tue Sep 28 2021 01:11:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
76,266.0,-9,-87,3.6,Tue Sep 28 2021 01:12:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
77,266.0,-10,-86,3.7,Tue Sep 28 2021 01:13:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
78,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
79,266.0,-7,-86,2.2,Tue Sep 28 2021 01:14:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
80,266.0,-7,-86,3.4,Tue Sep 28 2021 01:15:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
81,266.0,-9,-86,2.9,Tue Sep 28 2021 01:16:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
82,266.0,-7,-86,2.0,Tue Sep 28 2021 01:17:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
83,266.0,-10,-87,3.0,Tue Sep 28 2021 01:18:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
84,266.0,-10,-87,2.3,Tue Sep 28 2021 01:19:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
85,266.0,-8,-87,3.2,Tue Sep 28 2021 01:20:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
86,266.0,-7,-86,5.8,Tue Sep 28 2021 01:21:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
87,266.0,-7,-86,2.2,Tue Sep 28 2021 01:22:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
88,266.0,-9,-86,1.9,Tue Sep 28 2021 01:23:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
89,266.0,-8,-87,1.5,Tue Sep 28 2021 01:24:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
90,266.0,-7,-86,1.6,Tue Sep 28 2021 01:25:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
91,266.0,-8,-86,1.5,Tue Sep 28 2021 01:26:30 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
92,266.0,-8,-86,1.5,Tue Sep 28 2021 01:27:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
93,266.0,-8,-86,1.9,Tue Sep 28 2021 01:28:31 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
94,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
95,266.0,-7,-86,1.6,Tue Sep 28 2021 01:30:21 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
96,266.0,-9,-86,1.8,Tue Sep 28 2021 01:31:21 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
97,266.0,-7,-87,2.1,Tue Sep 28 2021 01:32:21 UTC,LTE BAND 4,0.0,44.843395,-93.28488,93.0,0.28488165
98,266.0,-8,-86,1.6,Tue Sep 28 2021 01:33:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
99,266.0,-9,-87,1.5,Tue Sep 28 2021 01:34:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
100,266.0,-9,-86,2.5,Tue Sep 28 2021 01:35:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
101,266.0,-7,-86,1.8,Tue Sep 28 2021 01:36:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
102,266.0,-9,-86,3.2,Tue Sep 28 2021 01:37:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
103,266.0,-10,-87,1.7,Tue Sep 28 2021 01:38:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
104,265.0,-10,-87,1.5,Tue Sep 28 2021 01:39:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
105,265.0,-9,-87,4.1,Tue Sep 28 2021 01:40:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
106,265.0,-10,-86,2.5,Tue Sep 28 2021 01:41:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
107,265.0,-9,-87,1.7,Tue Sep 28 2021 01:42:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
108,265.0,-7,-86,3.8,Tue Sep 28 2021 01:43:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
109,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
110,265.0,-7,-86,1.7,Tue Sep 28 2021 01:44:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
111,265.0,-9,-87,1.5,Tue Sep 28 2021 01:45:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
112,265.0,-7,-87,1.7,Tue Sep 28 2021 01:46:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
113,265.0,-7,-87,2.1,Tue Sep 28 2021 01:47:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
114,265.0,-10,-87,1.8,Tue Sep 28 2021 01:48:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
115,265.0,-10,-87,1.8,Tue Sep 28 2021 01:49:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
116,265.0,-10,-87,1.8,Tue Sep 28 2021 01:50:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
118,265.0,-10,-87,1.8,Tue Sep 28 2021 01:52:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
119,265.0,-9,-87,1.9,Tue Sep 28 2021 01:53:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
120,265.0,-10,-87,1.8,Tue Sep 28 2021 01:54:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
121,265.0,-9,-86,3.3,Tue Sep 28 2021 01:55:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
123,265.0,-7,-87,3.3,Tue Sep 28 2021 01:57:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
124,265.0,-10,-87,3.3,Tue Sep 28 2021 01:58:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
125,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
126,265.0,-6,-86,2.5,Tue Sep 28 2021 01:59:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
127,265.0,-7,-87,1.8,Tue Sep 28 2021 02:00:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
128,265.0,-7,-86,1.8,Tue Sep 28 2021 02:01:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
129,265.0,-7,-87,2.0,Tue Sep 28 2021 02:02:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
130,265.0,-9,-86,2.0,Tue Sep 28 2021 02:03:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
131,265.0,-9,-87,19.7,Tue Sep 28 2021 02:04:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
132,265.0,-7,-86,2.3,Tue Sep 28 2021 02:05:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
134,265.0,-9,-86,2.5,Tue Sep 28 2021 02:07:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
135,265.0,-9,-87,4.0,Tue Sep 28 2021 02:08:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
136,265.0,-9,-86,2.1,Tue Sep 28 2021 02:09:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
137,265.0,-8,-87,1.8,Tue Sep 28 2021 02:10:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
138,265.0,-7,-87,2.3,Tue Sep 28 2021 02:11:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
141,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
143,265.0,-7,-86,1.9,Tue Sep 28 2021 02:15:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
144,265.0,-6,-87,2.3,Tue Sep 28 2021 02:16:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
145,265.0,-7,-87,2.3,Tue Sep 28 2021 02:17:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
146,265.0,-9,-87,2.3,Tue Sep 28 2021 02:18:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
147,265.0,-8,-86,2.6,Tue Sep 28 2021 02:19:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
148,265.0,-7,-87,2.6,Tue Sep 28 2021 02:20:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
149,265.0,-7,-86,2.2,Tue Sep 28 2021 02:21:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
150,265.0,-9,-87,2.3,Tue Sep 28 2021 02:22:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
151,265.0,-8,-87,3.2,Tue Sep 28 2021 02:23:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
153,265.0,-9,-86,2.5,Tue Sep 28 2021 02:25:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
155,265.0,-8,-86,2.5,Tue Sep 28 2021 02:27:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
156,265.0,-9,-87,2.5,Tue Sep 28 2021 02:28:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
157,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
158,265.0,-6,-86,2.6,Tue Sep 28 2021 02:29:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
159,265.0,-7,-86,2.2,Tue Sep 28 2021 02:30:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
161,265.0,-8,-87,1.8,Tue Sep 28 2021 02:32:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
162,265.0,-7,-87,3.5,Tue Sep 28 2021 02:33:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
163,265.0,-9,-87,2.1,Tue Sep 28 2021 02:34:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
164,265.0,-7,-87,1.4,Tue Sep 28 2021 02:35:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
165,265.0,-10,-87,2.3,Tue Sep 28 2021 02:36:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
166,265.0,-9,-87,1.6,Tue Sep 28 2021 02:37:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
167,265.0,-10,-86,1.8,Tue Sep 28 2021 02:38:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
168,265.0,-9,-87,1.6,Tue Sep 28 2021 02:39:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
169,265.0,-9,-86,1.9,Tue Sep 28 2021 02:40:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
170,265.0,-7,-87,4.9,Tue Sep 28 2021 02:41:20 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
171,265.0,-7,-86,15.9,Tue Sep 28 2021 02:42:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
172,265.0,-6,-86,1.6,Tue Sep 28 2021 02:43:21 UTC,LTE BAND 4,0.0,44.843388,-93.28488,93.0,0.28488165
173,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
174,265.0,-8,-87,1.8,Tue Sep 28 2021 02:44:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
175,265.0,-9,-87,2.5,Tue Sep 28 2021 02:45:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
176,265.0,-8,-86,1.9,Tue Sep 28 2021 02:46:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
177,265.0,-7,-86,5.0,Tue Sep 28 2021 02:47:21 UTC,LTE BAND 4,0.0,44.84339,-93.28488,93.0,0.28488165
178,265.0,-7,-86,1.4,Tue Sep 28 2021 02:48:20 UTC,LTE BAND 4,0.0,44.843388,-93.28488,93.0,0.28488165
179,265.0,-10,-87,1.3,Tue Sep 28 2021 02:49:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
180,265.0,-9,-86,1.4,Tue Sep 28 2021 02:50:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
181,265.0,-9,-87,1.1,Tue Sep 28 2021 02:51:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
182,265.0,-7,-87,1.5,Tue Sep 28 2021 02:52:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
183,265.0,-8,-87,1.5,Tue Sep 28 2021 02:53:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
184,265.0,-8,-86,1.5,Tue Sep 28 2021 02:54:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
185,265.0,-10,-86,1.4,Tue Sep 28 2021 02:55:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
186,265.0,-8,-86,2.4,Tue Sep 28 2021 02:56:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
187,265.0,-9,-87,1.2,Tue Sep 28 2021 02:57:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
188,265.0,-7,-86,1.8,Tue Sep 28 2021 02:58:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
189,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
190,265.0,-7,-86,1.5,Tue Sep 28 2021 02:59:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
191,265.0,-10,-87,1.4,Tue Sep 28 2021 03:00:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
192,265.0,-10,-87,1.7,Tue Sep 28 2021 03:01:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
193,265.0,-7,-86,4.8,Tue Sep 28 2021 03:02:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
194,265.0,-9,-86,1.5,Tue Sep 28 2021 03:03:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
195,265.0,-9,-86,1.5,Tue Sep 28 2021 03:04:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
196,265.0,-9,-87,1.3,Tue Sep 28 2021 03:05:20 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
197,265.0,-9,-87,1.3,Tue Sep 28 2021 03:06:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
198,265.0,-8,-87,1.4,Tue Sep 28 2021 03:07:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
199,265.0,-7,-87,1.3,Tue Sep 28 2021 03:08:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
200,265.0,-8,-86,1.2,Tue Sep 28 2021 03:09:21 UTC,LTE BAND 4,0.0,44.843388,-93.284874,93.0,0.28487334
201,265.0,-8,-86,1.2,Tue Sep 28 2021 03:10:20 UTC,LTE BAND 4,0.0,44.843384,-93.284874,93.0,0.28487334
202,265.0,-10,-86,1.2,Tue Sep 28 2021 03:11:20 UTC,LTE BAND 4,0.0,44.843384,-93.284874,93.0,0.28487334
203,265.0,-7,-86,1.2,Tue Sep 28 2021 03:12:21 UTC,LTE BAND 4,0.0,44.843384,-93.284874,93.0,0.28487334
204,265.0,-10,-87,1.1,Tue Sep 28 2021 03:13:21 UTC,LTE BAND 4,0.0,44.843384,-93.284874,93.0,0.28487334
