,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),Latitude,Longitude,deg,min
216,272.0,-12,-70,0.8,Wed Jun 02 2021 20:12:38 UTC,LTE BAND 2,0.0,45.083073,-93.38299,93.0,0.38298833
217,273.0,-15,-71,0.7,Wed Jun 02 2021 20:13:38 UTC,LTE BAND 2,0.0,45.083073,-93.38299,93.0,0.38298833
218,273.0,-14,-70,0.8,Wed Jun 02 2021 20:14:38 UTC,LTE BAND 2,0.0,45.083073,-93.38299,93.0,0.38298833
219,273.0,-14,-72,0.7,Wed Jun 02 2021 20:15:38 UTC,LTE BAND 2,0.0,45.08307,-93.382996,93.0,0.382995
220,274.0,-14,-72,0.8,Wed Jun 02 2021 20:16:37 UTC,LTE BAND 2,0.0,45.08306,-93.382996,93.0,0.382995
221,275.0,-16,-72,0.7,Wed Jun 02 2021 20:17:37 UTC,LTE BAND 2,0.0,45.08305,-93.383,93.0,0.38300332
222,281.0,-11,-72,0.6,Wed Jun 02 2021 20:18:38 UTC,LTE BAND 2,0.0,45.08294,-93.383026,93.0,0.38302666
223,281.0,-12,-72,0.6,Wed Jun 02 2021 20:19:38 UTC,LTE BAND 2,0.0,45.082935,-93.383026,93.0,0.38302666
224,283.0,-11,-73,0.6,Wed Jun 02 2021 20:20:38 UTC,LTE BAND 2,0.0,45.08293,-93.383026,93.0,0.38302666
225,285.0,-11,-73,0.6,Wed Jun 02 2021 20:21:38 UTC,LTE BAND 2,0.0,45.08292,-93.38302,93.0,0.38301834
226,287.0,-14,-72,0.6,Wed Jun 02 2021 20:22:38 UTC,LTE BAND 2,0.0,45.082912,-93.38301,93.0,0.38301167
227,290.0,-14,-73,0.6,Wed Jun 02 2021 20:23:37 UTC,LTE BAND 2,0.0,45.0829,-93.38301,93.0,0.38301167
228,291.0,-13,-73,0.6,Wed Jun 02 2021 20:24:38 UTC,LTE BAND 2,0.0,45.082893,-93.38301,93.0,0.38301167
229,292.0,-14,-72,0.6,Wed Jun 02 2021 20:25:38 UTC,LTE BAND 2,0.0,45.08289,-93.383,93.0,0.38300332
230,292.0,-15,-72,0.7,Wed Jun 02 2021 20:26:38 UTC,LTE BAND 2,0.0,45.082893,-93.383,93.0,0.38300332
231,292.0,-15,-72,0.7,Wed Jun 02 2021 20:27:38 UTC,LTE BAND 2,0.0,45.082893,-93.383,93.0,0.38300332
232,292.0,-14,-72,0.7,Wed Jun 02 2021 20:28:38 UTC,LTE BAND 2,0.0,45.082897,-93.383,93.0,0.38300332
233,292.0,-13,-73,0.6,Wed Jun 02 2021 20:29:38 UTC,LTE BAND 2,0.0,45.082897,-93.383,93.0,0.38300332
234,292.0,-13,-72,0.6,Wed Jun 02 2021 20:30:38 UTC,LTE BAND 2,0.0,45.0829,-93.383,93.0,0.38300332
235,292.0,-12,-72,0.6,Wed Jun 02 2021 20:31:38 UTC,LTE BAND 2,0.0,45.082905,-93.383,93.0,0.38300332
236,292.0,-14,-72,0.6,Wed Jun 02 2021 20:32:38 UTC,LTE BAND 2,0.0,45.08291,-93.383,93.0,0.38300332
237,291.0,-15,-73,0.6,Wed Jun 02 2021 20:33:38 UTC,LTE BAND 2,0.0,45.08291,-93.382996,93.0,0.382995
238,291.0,-13,-72,0.6,Wed Jun 02 2021 20:34:38 UTC,LTE BAND 2,0.0,45.08291,-93.382996,93.0,0.382995
239,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
240,292.0,-15,-75,0.6,Wed Jun 02 2021 20:35:38 UTC,LTE BAND 2,0.0,45.08291,-93.382996,93.0,0.382995
241,292.0,-14,-75,0.6,Wed Jun 02 2021 20:36:38 UTC,LTE BAND 2,0.0,45.082912,-93.382996,93.0,0.382995
242,291.0,-13,-75,0.6,Wed Jun 02 2021 20:37:38 UTC,LTE BAND 2,0.0,45.082912,-93.382996,93.0,0.382995
243,291.0,-15,-75,0.7,Wed Jun 02 2021 20:38:38 UTC,LTE BAND 2,0.0,45.082916,-93.382996,93.0,0.382995
244,290.0,-15,-75,0.7,Wed Jun 02 2021 20:39:38 UTC,LTE BAND 2,0.0,45.08292,-93.382996,93.0,0.382995
245,290.0,-15,-75,0.7,Wed Jun 02 2021 20:40:38 UTC,LTE BAND 2,0.0,45.08292,-93.383,93.0,0.38300332
246,290.0,-13,-75,0.7,Wed Jun 02 2021 20:41:37 UTC,LTE BAND 2,0.0,45.08292,-93.383,93.0,0.38300332
247,289.0,-11,-75,0.7,Wed Jun 02 2021 20:42:38 UTC,LTE BAND 2,0.0,45.082924,-93.383,93.0,0.38300332
248,289.0,-14,-75,0.7,Wed Jun 02 2021 20:43:38 UTC,LTE BAND 2,0.0,45.082928,-93.383,93.0,0.38300332
249,289.0,-13,-75,0.7,Wed Jun 02 2021 20:44:38 UTC,LTE BAND 2,0.0,45.082928,-93.383,93.0,0.38300332
250,289.0,-15,-75,0.7,Wed Jun 02 2021 20:45:38 UTC,LTE BAND 2,0.0,45.082928,-93.383,93.0,0.38300332
251,288.0,-13,-75,0.7,Wed Jun 02 2021 20:46:38 UTC,LTE BAND 2,0.0,45.08293,-93.383,93.0,0.38300332
252,288.0,-15,-75,0.7,Wed Jun 02 2021 20:47:37 UTC,LTE BAND 2,0.0,45.082935,-93.383,93.0,0.38300332
253,287.0,-12,-75,0.7,Wed Jun 02 2021 20:48:38 UTC,LTE BAND 2,0.0,45.082935,-93.383,93.0,0.38300332
254,286.0,-13,-72,0.7,Wed Jun 02 2021 20:49:38 UTC,LTE BAND 2,0.0,45.08294,-93.383,93.0,0.38300332
255,286.0,-13,-73,0.7,Wed Jun 02 2021 20:50:38 UTC,LTE BAND 2,0.0,45.082943,-93.383,93.0,0.38300332
256,286.0,-14,-73,0.7,Wed Jun 02 2021 20:51:38 UTC,LTE BAND 2,0.0,45.082943,-93.383,93.0,0.38300332
257,285.0,-15,-73,0.7,Wed Jun 02 2021 20:52:38 UTC,LTE BAND 2,0.0,45.082947,-93.383,93.0,0.38300332
258,285.0,-13,-72,0.7,Wed Jun 02 2021 20:53:38 UTC,LTE BAND 2,0.0,45.08295,-93.383,93.0,0.38300332
259,284.0,-12,-73,0.7,Wed Jun 02 2021 20:54:37 UTC,LTE BAND 2,0.0,45.08295,-93.383,93.0,0.38300332
260,284.0,-12,-72,0.7,Wed Jun 02 2021 20:55:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
261,283.0,-13,-73,0.8,Wed Jun 02 2021 20:56:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
262,283.0,-13,-72,0.7,Wed Jun 02 2021 20:57:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
263,283.0,-11,-72,0.7,Wed Jun 02 2021 20:58:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
264,283.0,-15,-73,0.8,Wed Jun 02 2021 20:59:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
265,283.0,-14,-73,0.7,Wed Jun 02 2021 21:00:38 UTC,LTE BAND 2,0.0,45.082954,-93.383,93.0,0.38300332
266,283.0,-15,-73,0.7,Wed Jun 02 2021 21:01:38 UTC,LTE BAND 2,0.0,45.08296,-93.383,93.0,0.38300332
267,283.0,-12,-73,0.7,Wed Jun 02 2021 21:02:38 UTC,LTE BAND 2,0.0,45.08296,-93.383,93.0,0.38300332
268,283.0,-11,-73,0.7,Wed Jun 02 2021 21:03:38 UTC,LTE BAND 2,0.0,45.082962,-93.383,93.0,0.38300332
269,282.0,-10,-72,0.7,Wed Jun 02 2021 21:04:38 UTC,LTE BAND 2,0.0,45.082962,-93.383,93.0,0.38300332
270,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
271,282.0,-11,-72,0.7,Wed Jun 02 2021 21:05:38 UTC,LTE BAND 2,0.0,45.082962,-93.383,93.0,0.38300332
272,282.0,-15,-72,0.9,Wed Jun 02 2021 21:06:38 UTC,LTE BAND 2,0.0,45.082962,-93.383,93.0,0.38300332
273,282.0,-13,-72,0.8,Wed Jun 02 2021 21:07:38 UTC,LTE BAND 2,0.0,45.082962,-93.383,93.0,0.38300332
274,282.0,-11,-72,0.7,Wed Jun 02 2021 21:08:38 UTC,LTE BAND 2,0.0,45.082966,-93.383,93.0,0.38300332
275,282.0,-12,-72,0.7,Wed Jun 02 2021 21:09:38 UTC,LTE BAND 2,0.0,45.082966,-93.383,93.0,0.38300332
276,282.0,-11,-72,0.7,Wed Jun 02 2021 21:10:37 UTC,LTE BAND 2,0.0,45.082966,-93.383,93.0,0.38300332
277,282.0,-14,-72,0.8,Wed Jun 02 2021 21:11:38 UTC,LTE BAND 2,0.0,45.082966,-93.383,93.0,0.38300332
278,281.0,-14,-73,0.7,Wed Jun 02 2021 21:12:38 UTC,LTE BAND 2,0.0,45.082966,-93.383,93.0,0.38300332
279,281.0,-12,-72,0.7,Wed Jun 02 2021 21:13:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
280,281.0,-13,-72,0.7,Wed Jun 02 2021 21:14:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
281,281.0,-14,-72,0.8,Wed Jun 02 2021 21:15:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
282,281.0,-15,-72,0.7,Wed Jun 02 2021 21:16:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
283,281.0,-11,-72,0.9,Wed Jun 02 2021 21:17:37 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
284,281.0,-13,-73,0.8,Wed Jun 02 2021 21:18:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
285,281.0,-14,-72,0.8,Wed Jun 02 2021 21:19:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
286,281.0,-15,-72,1.1,Wed Jun 02 2021 21:20:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
287,281.0,-15,-72,0.8,Wed Jun 02 2021 21:21:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
288,281.0,-11,-73,0.8,Wed Jun 02 2021 21:22:38 UTC,LTE BAND 2,0.0,45.08297,-93.383,93.0,0.38300332
289,281.0,-13,-73,0.8,Wed Jun 02 2021 21:23:37 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
290,281.0,-12,-73,0.8,Wed Jun 02 2021 21:24:38 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
291,281.0,-12,-72,0.8,Wed Jun 02 2021 21:25:38 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
292,281.0,-15,-72,0.8,Wed Jun 02 2021 21:26:38 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
293,281.0,-16,-72,0.8,Wed Jun 02 2021 21:27:38 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
294,281.0,-15,-73,0.8,Wed Jun 02 2021 21:28:37 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
295,281.0,-15,-72,0.8,Wed Jun 02 2021 21:29:37 UTC,LTE BAND 2,0.0,45.082973,-93.383,93.0,0.38300332
296,281.0,-14,-72,0.8,Wed Jun 02 2021 21:30:38 UTC,LTE BAND 2,0.0,45.082977,-93.383,93.0,0.38300332
297,282.0,-12,-73,0.8,Wed Jun 02 2021 21:31:38 UTC,LTE BAND 2,0.0,45.082977,-93.383,93.0,0.38300332
298,282.0,-14,-72,0.8,Wed Jun 02 2021 21:32:38 UTC,LTE BAND 2,0.0,45.082977,-93.382996,93.0,0.382995
299,282.0,-16,-72,0.7,Wed Jun 02 2021 21:33:38 UTC,LTE BAND 2,0.0,45.082977,-93.382996,93.0,0.382995
300,282.0,-15,-73,0.8,Wed Jun 02 2021 21:34:38 UTC,LTE BAND 2,0.0,45.082977,-93.382996,93.0,0.382995
301,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
302,282.0,-10,-72,0.8,Wed Jun 02 2021 21:35:38 UTC,LTE BAND 2,0.0,45.082977,-93.382996,93.0,0.382995
303,284.0,-14,-72,0.8,Wed Jun 02 2021 21:36:38 UTC,LTE BAND 2,0.0,45.08302,-93.38302,93.0,0.38301834
304,284.0,-11,-72,0.8,Wed Jun 02 2021 21:37:38 UTC,LTE BAND 2,0.0,45.08301,-93.38299,93.0,0.38298833
305,284.0,-15,-73,0.8,Wed Jun 02 2021 21:38:38 UTC,LTE BAND 2,0.0,45.08301,-93.38299,93.0,0.38298833
306,284.0,-15,-72,0.8,Wed Jun 02 2021 21:39:38 UTC,LTE BAND 2,0.0,45.08301,-93.38298,93.0,0.38298
307,284.0,-14,-73,0.8,Wed Jun 02 2021 21:40:37 UTC,LTE BAND 2,0.0,45.08301,-93.38299,93.0,0.38298833
308,284.0,-14,-73,0.8,Wed Jun 02 2021 21:41:37 UTC,LTE BAND 2,0.0,45.08301,-93.38299,93.0,0.38298833
309,284.0,-15,-73,0.8,Wed Jun 02 2021 21:42:38 UTC,LTE BAND 2,0.0,45.08301,-93.38299,93.0,0.38298833
310,285.0,-13,-73,0.7,Wed Jun 02 2021 21:43:38 UTC,LTE BAND 2,0.0,45.083008,-93.38299,93.0,0.38298833
311,285.0,-14,-73,0.8,Wed Jun 02 2021 21:44:38 UTC,LTE BAND 2,0.0,45.083008,-93.38299,93.0,0.38298833
312,285.0,-11,-73,0.8,Wed Jun 02 2021 21:45:38 UTC,LTE BAND 2,0.0,45.083004,-93.38299,93.0,0.38298833
313,285.0,-10,-72,0.8,Wed Jun 02 2021 21:46:37 UTC,LTE BAND 2,0.0,45.083004,-93.382996,93.0,0.382995
314,285.0,-14,-72,0.8,Wed Jun 02 2021 21:47:37 UTC,LTE BAND 2,0.0,45.083004,-93.382996,93.0,0.382995
315,286.0,-12,-73,0.7,Wed Jun 02 2021 21:48:38 UTC,LTE BAND 2,0.0,45.083,-93.382996,93.0,0.382995
316,286.0,-10,-73,0.8,Wed Jun 02 2021 21:49:38 UTC,LTE BAND 2,0.0,45.083,-93.382996,93.0,0.382995
317,286.0,-12,-72,0.8,Wed Jun 02 2021 21:50:38 UTC,LTE BAND 2,0.0,45.083,-93.382996,93.0,0.382995
318,287.0,-13,-73,0.7,Wed Jun 02 2021 21:51:37 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
319,286.0,-14,-72,0.7,Wed Jun 02 2021 21:52:37 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
320,286.0,-14,-72,0.9,Wed Jun 02 2021 21:53:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
321,286.0,-14,-73,0.8,Wed Jun 02 2021 21:54:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
322,286.0,-12,-72,0.8,Wed Jun 02 2021 21:55:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
323,286.0,-14,-72,0.9,Wed Jun 02 2021 21:56:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
324,285.0,-13,-72,0.7,Wed Jun 02 2021 21:57:38 UTC,LTE BAND 2,0.0,45.082993,-93.382996,93.0,0.382995
325,285.0,-15,-72,0.6,Wed Jun 02 2021 21:58:38 UTC,LTE BAND 2,0.0,45.082993,-93.382996,93.0,0.382995
326,285.0,-15,-73,0.6,Wed Jun 02 2021 21:59:37 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
327,285.0,-11,-72,0.6,Wed Jun 02 2021 22:00:37 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
328,285.0,-14,-72,0.6,Wed Jun 02 2021 22:01:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
329,286.0,-15,-73,0.7,Wed Jun 02 2021 22:02:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
330,286.0,-13,-72,0.6,Wed Jun 02 2021 22:03:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
331,286.0,-14,-73,0.7,Wed Jun 02 2021 22:04:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
332,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Log Time,Network Band,GPS Speed (km/h),,,,
333,286.0,-11,-72,0.7,Wed Jun 02 2021 22:05:37 UTC,LTE BAND 2,0.0,45.082996,-93.383,93.0,0.38300332
334,286.0,-12,-73,0.7,Wed Jun 02 2021 22:06:38 UTC,LTE BAND 2,0.0,45.082996,-93.382996,93.0,0.382995
335,286.0,-13,-73,0.7,Wed Jun 02 2021 22:07:38 UTC,LTE BAND 2,0.0,45.082996,-93.383,93.0,0.38300332
336,286.0,-13,-72,0.7,Wed Jun 02 2021 22:08:38 UTC,LTE BAND 2,0.0,45.082996,-93.383,93.0,0.38300332
337,286.0,-14,-73,0.7,Wed Jun 02 2021 22:09:37 UTC,LTE BAND 2,0.0,45.082993,-93.383,93.0,0.38300332
338,286.0,-15,-73,0.7,Wed Jun 02 2021 22:10:38 UTC,LTE BAND 2,0.0,45.082993,-93.383,93.0,0.38300332
339,286.0,-15,-73,0.7,Wed Jun 02 2021 22:11:37 UTC,LTE BAND 2,0.0,45.082996,-93.383,93.0,0.38300332
340,286.0,-14,-73,0.9,Wed Jun 02 2021 22:12:38 UTC,LTE BAND 2,0.0,45.082996,-93.383,93.0,0.38300332
341,286.0,-13,-73,0.9,Wed Jun 02 2021 22:13:38 UTC,LTE BAND 2,0.0,45.083,-93.383,93.0,0.38300332
